Type, Quantum, Average Response Time, Context Switch Time
rr, 110000, 0.88181986, 0.00016978
mlfq, 115000, 1.02827536, 0.00006356
rr, 115000, 0.92179507, 0.00017893
mlfq, 120000, 1.04451027, 0.00015623
rr, 120000, 0.93175171, 0.00017558
mlfq, 125000, 1.06085580, 0.00005943
rr, 125000, 0.97045543, 0.00016336
mlfq, 130000, 1.07668487, 0.00006041
rr, 130000, 0.97655498, 0.00014282
mlfq, 135000, 1.09347059, 0.00006942
rr, 135000, 1.01418890, 0.00016769
mlfq, 140000, 1.10958558, 0.00006181
rr, 140000, 1.05194176, 0.00018948
mlfq, 145000, 1.12606784, 0.00006139
rr, 145000, 1.05295058, 0.00014338
mlfq, 150000, 1.13981033, 0.00006502
rr, 150000, 1.08891575, 0.00015959
mlfq, 155000, 1.15750623, 0.00006041
rr, 155000, 1.00908633, 0.00024668
mlfq, 160000, 1.17430246, 0.00005720
rr, 160000, 1.04154514, 0.00025325
mlfq, 165000, 1.19061103, 0.00005776
rr, 165000, 1.03266726, 0.00012837
mlfq, 170000, 1.20433681, 0.00006209
rr, 170000, 1.06413816, 0.00015714
mlfq, 175000, 1.22274847, 0.00006348
rr, 175000, 1.09500778, 0.00014946
mlfq, 180000, 1.23934708, 0.00006027
rr, 180000, 1.12657291, 0.00015966
mlfq, 185000, 1.25566083, 0.00005818
rr, 185000, 1.15771332, 0.00014178
mlfq, 190000, 1.27135659, 0.00005922
rr, 190000, 1.18914103, 0.00014646
mlfq, 195000, 1.28818116, 0.00005559
rr, 195000, 1.17154010, 0.00013500
mlfq, 200000, 1.30387205, 0.00006321
rr, 200000, 1.20166552, 0.00014660
mlfq, 205000, 1.32075838, 0.00006251
rr, 205000, 1.23156515, 0.00015672
mlfq, 210000, 1.33645514, 0.00005231
rr, 210000, 1.26167009, 0.00014499
mlfq, 215000, 1.35302603, 0.00006006
rr, 215000, 1.29149070, 0.00015868
mlfq, 220000, 1.36934314, 0.00006153
rr, 220000, 1.32158857, 0.00014604
mlfq, 225000, 1.38576334, 0.00006481
rr, 225000, 1.35129807, 0.00015532
mlfq, 230000, 1.40172009, 0.00012585
rr, 230000, 1.38160517, 0.00015889
mlfq, 235000, 1.41825759, 0.00006956
rr, 235000, 1.35275145, 0.00015546
mlfq, 240000, 1.43438583, 0.00006468
rr, 240000, 1.38151483, 0.00015337
mlfq, 245000, 1.45033257, 0.00005538
rr, 245000, 1.41032659, 0.00015519
mlfq, 250000, 1.46676220, 0.00006006
rr, 250000, 1.43880832, 0.00015379
fcfs, 0, 1.42249289, 0.00000768
sjf, 0, 0.51637649, 0.00000803
mlfq, 0, 1.41878722, 0.00001767
rr, 0, 0.83844003, 0.05263239
mlfq, 5000, 1.42579301, 0.00001767
rr, 5000, 0.66654166, 0.00105538
mlfq, 10000, 1.43346293, 0.00001962
rr, 10000, 0.68195769, 0.00057354
mlfq, 15000, 1.44097886, 0.00001725
rr, 15000, 0.69493576, 0.00040962
mlfq, 20000, 1.08321836, 0.00002528
rr, 20000, 0.69355903, 0.00032951
mlfq, 25000, 1.09743766, 0.00004295
rr, 25000, 0.70328902, 0.00028998
mlfq, 30000, 1.10938346, 0.00002912
rr, 30000, 0.70781934, 0.00030108
mlfq, 35000, 1.12666537, 0.00004295
rr, 35000, 0.72003380, 0.00023390
mlfq, 40000, 1.13588934, 0.00005001
rr, 40000, 0.75262008, 0.00023649
mlfq, 45000, 1.14876332, 0.00004798
rr, 45000, 0.72277920, 0.00023753
mlfq, 50000, 1.16467489, 0.00004707
rr, 50000, 0.77745944, 0.00026198
mlfq, 55000, 1.17696795, 0.00003786
rr, 55000, 0.78598048, 0.00028635
mlfq, 60000, 1.19011646, 0.00005000
rr, 60000, 0.82695903, 0.00021476
mlfq, 65000, 1.20233396, 0.00003960
rr, 65000, 0.81445624, 0.00019640
mlfq, 70000, 1.21211771, 0.00004414
rr, 70000, 0.85969837, 0.00020526
mlfq, 75000, 1.22759314, 0.00019667
rr, 75000, 0.90210119, 0.00022636
mlfq, 80000, 1.24036850, 0.00004959
rr, 80000, 0.88147043, 0.00017397
mlfq, 85000, 0.92824151, 0.00005992
rr, 85000, 0.80915691, 0.00026791
mlfq, 90000, 0.94622119, 0.00005147
rr, 90000, 0.83407629, 0.00016182
mlfq, 95000, 0.96196599, 0.00010588
rr, 95000, 0.88054177, 0.00017838
mlfq, 100000, 0.97888995, 0.00005489
rr, 100000, 0.90133683, 0.00016685
mlfq, 105000, 0.99590550, 0.00005999
rr, 105000, 0.84156518, 0.00013570
mlfq, 110000, 1.00937556, 0.00006048
rr, 110000, 0.88169842, 0.00016308
mlfq, 115000, 1.02806792, 0.00006286
rr, 115000, 0.92172905, 0.00016720
mlfq, 120000, 1.04431970, 0.00005818
rr, 120000, 0.93153309, 0.00014646
mlfq, 125000, 1.06059119, 0.00006195
rr, 125000, 0.97040844, 0.00017600
mlfq, 130000, 1.07673994, 0.00005699
rr, 130000, 0.97664495, 0.00015162
mlfq, 135000, 1.09254334, 0.00005524
rr, 135000, 1.01389414, 0.00013926
mlfq, 140000, 1.10886246, 0.00004624
rr, 140000, 1.05181507, 0.00016077
mlfq, 145000, 1.12535596, 0.00006321
rr, 145000, 1.05285724, 0.00014932
mlfq, 150000, 1.13910195, 0.00005678
rr, 150000, 1.08893316, 0.00014778
mlfq, 155000, 1.15760804, 0.00005196
rr, 155000, 1.00886335, 0.00015540
mlfq, 160000, 1.17412578, 0.00006034
rr, 160000, 1.04168580, 0.00014234
mlfq, 165000, 1.18992297, 0.00004246
rr, 165000, 1.03250022, 0.00012739
mlfq, 170000, 1.20456790, 0.00005909
rr, 170000, 1.06429380, 0.00031044
mlfq, 175000, 1.22284522, 0.00005888
rr, 175000, 1.09517833, 0.00014953
mlfq, 180000, 1.23959527, 0.00005853
rr, 180000, 1.12668145, 0.00014471
mlfq, 185000, 1.25538806, 0.00006383
rr, 185000, 1.15780686, 0.00014695
mlfq, 190000, 1.27189000, 0.00006230
rr, 190000, 1.18907035, 0.00015484
mlfq, 195000, 1.28835996, 0.00006230
rr, 195000, 1.17149495, 0.00013423
mlfq, 200000, 1.30418583, 0.00006509
rr, 200000, 1.20161768, 0.00014758
mlfq, 205000, 1.32057288, 0.00005978
rr, 205000, 1.23143633, 0.00014583
mlfq, 210000, 1.33673625, 0.00005657
rr, 210000, 1.26146048, 0.00014813
mlfq, 215000, 1.35354919, 0.00005881
rr, 215000, 1.29150561, 0.00019842
mlfq, 220000, 1.36971338, 0.00006013
rr, 220000, 1.32123554, 0.00015742
mlfq, 225000, 1.38618421, 0.00005971
rr, 225000, 1.35174540, 0.00017467
mlfq, 230000, 1.40206954, 0.00005601
rr, 230000, 1.38161762, 0.00015505
mlfq, 235000, 1.41759283, 0.00005273
rr, 235000, 1.35276316, 0.00014220
mlfq, 240000, 1.43421865, 0.00005929
rr, 240000, 1.38130543, 0.00018529
mlfq, 245000, 1.45015964, 0.00005454
rr, 245000, 1.41020475, 0.00013612
mlfq, 250000, 1.46717758, 0.00005000
rr, 250000, 1.43879566, 0.00015491
fcfs, 0, 1.42256793, 0.00000719
sjf, 0, 0.51684364, 0.00000803
mlfq, 0, 1.41864711, 0.00001627
rr, 0, 0.78439095, 0.05038056
mlfq, 5000, 1.42621566, 0.00001634
rr, 5000, 0.67954778, 0.00104287
mlfq, 10000, 1.43343286, 0.00001816
rr, 10000, 0.68195885, 0.00068710
mlfq, 15000, 1.44109061, 0.00001851
rr, 15000, 0.69482955, 0.00045055
mlfq, 20000, 1.08246846, 0.00003059
rr, 20000, 0.69384937, 0.00035878
mlfq, 25000, 1.09598837, 0.00003087
rr, 25000, 0.70936175, 0.00032428
mlfq, 30000, 1.11388666, 0.00004142
rr, 30000, 0.70763477, 0.00023829
mlfq, 35000, 1.12650490, 0.00006677
rr, 35000, 0.71963395, 0.00021134
mlfq, 40000, 1.13541562, 0.00004609
rr, 40000, 0.75242829, 0.00026826
mlfq, 45000, 1.14865578, 0.00004393
rr, 45000, 0.72205256, 0.00023390
mlfq, 50000, 1.16413518, 0.00004623
rr, 50000, 0.77711975, 0.00023445
mlfq, 55000, 1.17669232, 0.00005566
rr, 55000, 0.78606811, 0.00022545
mlfq, 60000, 1.19015163, 0.00004351
rr, 60000, 0.82700048, 0.00020653
mlfq, 65000, 1.20165508, 0.00003213
rr, 65000, 0.81439289, 0.00019507
mlfq, 70000, 1.21225592, 0.00004609
rr, 70000, 0.85953758, 0.00019716
mlfq, 75000, 1.22718432, 0.00005070
rr, 75000, 0.90209038, 0.00022671
mlfq, 80000, 1.24065738, 0.00004700
rr, 80000, 0.88171412, 0.00019870
mlfq, 85000, 0.93012947, 0.00006328
rr, 85000, 0.80905656, 0.00018717
mlfq, 90000, 0.94680036, 0.00005922
rr, 90000, 0.83399400, 0.00016412
mlfq, 95000, 0.96343841, 0.00005713
rr, 95000, 0.88027831, 0.00018396
mlfq, 100000, 0.97960158, 0.00006244
rr, 100000, 0.90120742, 0.00017027
mlfq, 105000, 0.99545593, 0.00005692
rr, 105000, 0.84177509, 0.00017069
mlfq, 110000, 1.00971674, 0.00005957
rr, 110000, 0.88165460, 0.00016098
mlfq, 115000, 1.02808482, 0.00005699
rr, 115000, 0.92145831, 0.00016755
mlfq, 120000, 1.04382018, 0.00005916
rr, 120000, 0.93194790, 0.00025401
mlfq, 125000, 1.06051389, 0.00006139
rr, 125000, 0.97012964, 0.00015309
mlfq, 130000, 1.07739486, 0.00005846
rr, 130000, 0.97663446, 0.00014422
mlfq, 135000, 1.09272041, 0.00006006
rr, 135000, 1.01419473, 0.00016748
mlfq, 140000, 1.10933285, 0.00006321
rr, 140000, 1.05169543, 0.00015958
mlfq, 145000, 1.12571619, 0.00006097
rr, 145000, 1.05284952, 0.00014869
mlfq, 150000, 1.13936330, 0.00005636
rr, 150000, 1.08888502, 0.00014757
mlfq, 155000, 1.15901459, 0.00006111
rr, 155000, 1.00897731, 0.00014911
mlfq, 160000, 1.17421535, 0.00006216
rr, 160000, 1.04155177, 0.00014967
mlfq, 165000, 1.19043120, 0.00005699
rr, 165000, 1.03280494, 0.00018152
mlfq, 170000, 1.20458119, 0.00005601
rr, 170000, 1.06405463, 0.00015002
mlfq, 175000, 1.22259685, 0.00006034
rr, 175000, 1.09488638, 0.00015987
mlfq, 180000, 1.23943630, 0.00005825
rr, 180000, 1.12625339, 0.00016196
mlfq, 185000, 1.25527277, 0.00006411
rr, 185000, 1.15778114, 0.00026707
mlfq, 190000, 1.27129922, 0.00006083
rr, 190000, 1.18905365, 0.00015554
mlfq, 195000, 1.28827557, 0.00010448
rr, 195000, 1.17161313, 0.00015107
mlfq, 200000, 1.30091728, 0.00003206
rr, 200000, 1.20164443, 0.00014806
mlfq, 205000, 1.32039893, 0.00006090
rr, 205000, 1.23155515, 0.00014625
mlfq, 210000, 1.33687131, 0.00006272
rr, 210000, 1.26136183, 0.00013906
mlfq, 215000, 1.35296909, 0.00006432
rr, 215000, 1.29152886, 0.00018871
mlfq, 220000, 1.36985650, 0.00006342
rr, 220000, 1.32154455, 0.00016832
mlfq, 225000, 1.38581429, 0.00006572
rr, 225000, 1.35157613, 0.00015428
mlfq, 230000, 1.40170500, 0.00006425
rr, 230000, 1.38154856, 0.00015274
mlfq, 235000, 1.41810880, 0.00006097
rr, 235000, 1.35279840, 0.00025786
mlfq, 240000, 1.43397528, 0.00006258
rr, 240000, 1.38156606, 0.00014764
mlfq, 245000, 1.45050824, 0.00006286
rr, 245000, 1.41018864, 0.00030116
mlfq, 250000, 1.46640050, 0.00004526
rr, 250000, 1.43863805, 0.00014632
fcfs, 0, 1.42204055, 0.00000768
sjf, 0, 0.51664279, 0.00000754
mlfq, 0, 1.41780362, 0.00001893
rr, 0, 0.82515634, 0.05199119
mlfq, 5000, 1.42620302, 0.00001732
rr, 5000, 0.68051608, 0.00115237
mlfq, 10000, 1.43297456, 0.00001725
rr, 10000, 0.67260923, 0.00056174
mlfq, 15000, 1.44119169, 0.00001718
rr, 15000, 0.69511240, 0.00041095
mlfq, 20000, 1.08376127, 0.00003869
rr, 20000, 0.69376735, 0.00033621
mlfq, 25000, 1.09663845, 0.00002898
rr, 25000, 0.70949545, 0.00032218
mlfq, 30000, 1.11330504, 0.00004596
rr, 30000, 0.70792939, 0.00026918
mlfq, 35000, 1.12704205, 0.00004135
rr, 35000, 0.72029408, 0.00025527
mlfq, 40000, 1.13599827, 0.00003995
rr, 40000, 0.75213222, 0.00020938
mlfq, 45000, 1.14847381, 0.00004666
rr, 45000, 0.72204247, 0.00023146
mlfq, 50000, 1.16423241, 0.00004784
rr, 50000, 0.77739901, 0.00024570
mlfq, 55000, 1.17756244, 0.00004582
rr, 55000, 0.78607653, 0.00029823
mlfq, 60000, 1.19032180, 0.00004407
rr, 60000, 0.82701920, 0.00024877
mlfq, 65000, 1.20245321, 0.00003841
rr, 65000, 0.81430864, 0.00041486
mlfq, 70000, 1.21223462, 0.00004868
rr, 70000, 0.85962043, 0.00026302
mlfq, 75000, 1.22744134, 0.00004868
rr, 75000, 0.90202456, 0.00021197
mlfq, 80000, 1.23973895, 0.00004554
rr, 80000, 0.88190068, 0.00029278
mlfq, 85000, 0.93029792, 0.00005958
rr, 85000, 0.80904137, 0.00018850
mlfq, 90000, 0.94615637, 0.00005860
rr, 90000, 0.83389841, 0.00016636
mlfq, 95000, 0.96286499, 0.00005587
rr, 95000, 0.88029989, 0.00017726
mlfq, 100000, 0.97889934, 0.00005706
rr, 100000, 0.90159070, 0.00021259
mlfq, 105000, 0.99505718, 0.00005678
rr, 105000, 0.84166362, 0.00014359
mlfq, 110000, 1.00922034, 0.00005105
rr, 110000, 0.88168945, 0.00016497
mlfq, 115000, 1.02831826, 0.00006314
rr, 115000, 0.92170133, 0.00017579
mlfq, 120000, 1.04496834, 0.00005755
rr, 120000, 0.93178732, 0.00015819
mlfq, 125000, 1.06051096, 0.00006244
rr, 125000, 0.97051572, 0.00015456
mlfq, 130000, 1.07677905, 0.00005378
rr, 130000, 0.97673184, 0.00018172
mlfq, 135000, 1.09305222, 0.00005930
rr, 135000, 1.01427025, 0.00026079
mlfq, 140000, 1.10929315, 0.00006391
rr, 140000, 1.05176045, 0.00014674
mlfq, 145000, 1.12570009, 0.00006419
rr, 145000, 1.05286833, 0.00014059
mlfq, 150000, 1.13955587, 0.00006468
rr, 150000, 1.08891050, 0.00015379
mlfq, 155000, 1.15800557, 0.00006377
rr, 155000, 1.00869733, 0.00012984
mlfq, 160000, 1.17420826, 0.00005427
rr, 160000, 1.04144142, 0.00013473
mlfq, 165000, 1.19049822, 0.00005950
rr, 165000, 1.03281307, 0.00013228
mlfq, 170000, 1.20438409, 0.00005560
rr, 170000, 1.06407613, 0.00016552
mlfq, 175000, 1.22233564, 0.00004505
rr, 175000, 1.09503371, 0.00017384
mlfq, 180000, 1.23960956, 0.00006118
rr, 180000, 1.12663696, 0.00015749
mlfq, 185000, 1.25604232, 0.00006195
rr, 185000, 1.15783231, 0.00017782
mlfq, 190000, 1.27137863, 0.00005140
rr, 190000, 1.18898982, 0.00015092
mlfq, 195000, 1.28778750, 0.00006251
rr, 195000, 1.17143719, 0.00015184
mlfq, 200000, 1.30282827, 0.00004917
rr, 200000, 1.20157972, 0.00017914
mlfq, 205000, 1.32099053, 0.00006300
rr, 205000, 1.23155267, 0.00016008
mlfq, 210000, 1.33718620, 0.00009261
rr, 210000, 1.26120762, 0.00016015
mlfq, 215000, 1.35309336, 0.00006474
rr, 215000, 1.29144430, 0.00015407
mlfq, 220000, 1.36929248, 0.00005867
rr, 220000, 1.32140159, 0.00015945
mlfq, 225000, 1.38524751, 0.00005552
rr, 225000, 1.35159350, 0.00016741
mlfq, 230000, 1.40230270, 0.00005483
rr, 230000, 1.38152387, 0.00014939
mlfq, 235000, 1.41850151, 0.00006146
rr, 235000, 1.35270647, 0.00012145
mlfq, 240000, 1.43375384, 0.00006195
rr, 240000, 1.38153220, 0.00014317
mlfq, 245000, 1.45028913, 0.00005266
rr, 245000, 1.41026669, 0.00015002
mlfq, 250000, 1.46652960, 0.00006111
rr, 250000, 1.43869903, 0.00015540
fcfs, 0, 1.42240515, 0.00000761
sjf, 0, 0.51646845, 0.00000817
mlfq, 0, 1.41875783, 0.00004323
rr, 0, 0.78382605, 0.05030687
mlfq, 5000, 1.42642441, 0.00001802
rr, 5000, 0.68278639, 0.00108157
mlfq, 10000, 1.43360258, 0.00001718
rr, 10000, 0.67200941, 0.00055880
mlfq, 15000, 1.06973585, 0.00003576
rr, 15000, 0.69527718, 0.00042493
mlfq, 20000, 1.08179126, 0.00003744
rr, 20000, 0.69365686, 0.00033049
mlfq, 25000, 1.09710307, 0.00004637
rr, 25000, 0.70923159, 0.00031401
mlfq, 30000, 1.11335367, 0.00002975
rr, 30000, 0.70784035, 0.00029110
mlfq, 35000, 1.12618681, 0.00004945
rr, 35000, 0.71977276, 0.00023578
mlfq, 40000, 1.13631977, 0.00004624
rr, 40000, 0.75245894, 0.00022999
mlfq, 45000, 1.14823719, 0.00004519
rr, 45000, 0.72209961, 0.00021749
mlfq, 50000, 1.16423060, 0.00004861
rr, 50000, 0.77732189, 0.00028104
mlfq, 55000, 1.17687639, 0.00004847
rr, 55000, 0.78582227, 0.00021057
mlfq, 60000, 1.18968478, 0.00004484
rr, 60000, 0.82721320, 0.00023969
mlfq, 65000, 1.20210409, 0.00003855
rr, 65000, 0.81448381, 0.00019290
mlfq, 70000, 1.21220525, 0.00005155
rr, 70000, 0.85940652, 0.00020617
mlfq, 75000, 1.22662201, 0.00005406
rr, 75000, 0.90204478, 0.00021462
mlfq, 80000, 1.23979064, 0.00004728
rr, 80000, 0.88180881, 0.00020386
mlfq, 85000, 0.93080943, 0.00005643
rr, 85000, 0.80907912, 0.00025073
mlfq, 90000, 0.94618908, 0.00005608
rr, 90000, 0.83403311, 0.00015784
mlfq, 95000, 0.96257712, 0.00010721
rr, 95000, 0.88076419, 0.00018264
mlfq, 100000, 0.97941149, 0.00005552
rr, 100000, 0.90185958, 0.00018173
mlfq, 105000, 0.99555020, 0.00005483
rr, 105000, 0.84138885, 0.00012585
mlfq, 110000, 1.00919977, 0.00005315
rr, 110000, 0.88167836, 0.00015498
mlfq, 115000, 1.02808250, 0.00009624
rr, 115000, 0.92187500, 0.00016832
mlfq, 120000, 1.04463441, 0.00006349
rr, 120000, 0.93166778, 0.00015826
mlfq, 125000, 1.06104716, 0.00005643
rr, 125000, 0.97049609, 0.00018543
mlfq, 130000, 1.07693682, 0.00021357
rr, 130000, 0.97639504, 0.00013703
mlfq, 135000, 1.09301877, 0.00005811
rr, 135000, 1.01417684, 0.00017726
mlfq, 140000, 1.10952001, 0.00005448
rr, 140000, 1.05180362, 0.00015784
mlfq, 145000, 1.12525834, 0.00006237
rr, 145000, 1.05262261, 0.00013850
mlfq, 150000, 1.13961289, 0.00005832
rr, 150000, 1.08908367, 0.00018969
mlfq, 155000, 1.15823184, 0.00006293
rr, 155000, 1.00917393, 0.00015197
mlfq, 160000, 1.17354487, 0.00005371
rr, 160000, 1.04144977, 0.00014918
mlfq, 165000, 1.19066208, 0.00006216
rr, 165000, 1.03272560, 0.00014143
mlfq, 170000, 1.20440183, 0.00006027
rr, 170000, 1.06386632, 0.00025408
mlfq, 175000, 1.22260715, 0.00006307
rr, 175000, 1.09542403, 0.00015547
mlfq, 180000, 1.23983834, 0.00006446
rr, 180000, 1.12653661, 0.00016071
mlfq, 185000, 1.25560738, 0.00015861
rr, 185000, 1.15791312, 0.00020561
mlfq, 190000, 1.27147441, 0.00005538
rr, 190000, 1.18915759, 0.00015596
mlfq, 195000, 1.28840682, 0.00006265
rr, 195000, 1.17152952, 0.00014667
mlfq, 200000, 1.30338301, 0.00009554
rr, 200000, 1.20155388, 0.00015561
mlfq, 205000, 1.32057390, 0.00005916
rr, 205000, 1.23158450, 0.00020010
mlfq, 210000, 1.33668317, 0.00006649
rr, 210000, 1.26144449, 0.00014534
mlfq, 215000, 1.35305241, 0.00006230
rr, 215000, 1.29148408, 0.00015456
mlfq, 220000, 1.36932753, 0.00006300
rr, 220000, 1.32119800, 0.00015491
mlfq, 225000, 1.38543390, 0.00006425
rr, 225000, 1.35159720, 0.00015114
mlfq, 230000, 1.40178616, 0.00005839
rr, 230000, 1.38129467, 0.00017160
mlfq, 235000, 1.41825145, 0.00018082
rr, 235000, 1.35262938, 0.00013011
mlfq, 240000, 1.43425675, 0.00010727
rr, 240000, 1.38152944, 0.00015016
mlfq, 245000, 1.45042937, 0.00007089
rr, 245000, 1.41030119, 0.00015519
mlfq, 250000, 1.46666462, 0.00006432
rr, 250000, 1.43847678, 0.00016064
fcfs, 0, 1.42241851, 0.00000775
sjf, 0, 0.51636668, 0.00000684
mlfq, 0, 1.41788117, 0.00001802
rr, 0, 0.80159778, 0.05116048
mlfq, 5000, 1.42684947, 0.00001739
rr, 5000, 0.67671487, 0.00102408
mlfq, 10000, 1.43397916, 0.00001920
rr, 10000, 0.67150797, 0.00055035
mlfq, 15000, 1.44047344, 0.00001949
rr, 15000, 0.69538553, 0.00042854
mlfq, 20000, 1.08185496, 0.00004400
rr, 20000, 0.69403662, 0.00038853
mlfq, 25000, 1.09690638, 0.00003667
rr, 25000, 0.70933114, 0.00034027
mlfq, 30000, 1.11256865, 0.00004002
rr, 30000, 0.70767849, 0.00028335
mlfq, 35000, 1.12690049, 0.00005406
rr, 35000, 0.72027450, 0.00028432
mlfq, 40000, 1.13598547, 0.00004707
rr, 40000, 0.75268934, 0.00032329
mlfq, 45000, 1.14844654, 0.00004386
rr, 45000, 0.72227087, 0.00022657
mlfq, 50000, 1.16392960, 0.00002829
rr, 50000, 0.77733644, 0.00023529
mlfq, 55000, 1.17703760, 0.00004868
rr, 55000, 0.78615133, 0.00032169
mlfq, 60000, 1.18984464, 0.00005140
rr, 60000, 0.82711795, 0.00025199
mlfq, 65000, 1.20182204, 0.00004183
rr, 65000, 0.81438325, 0.00019563
mlfq, 70000, 1.21168336, 0.00007264
rr, 70000, 0.85923990, 0.00019618
mlfq, 75000, 1.22737520, 0.00016713
rr, 75000, 0.90203348, 0.00021357
mlfq, 80000, 1.24043731, 0.00004854
rr, 80000, 0.88200950, 0.00020966
mlfq, 85000, 0.93080989, 0.00006209
rr, 85000, 0.80918055, 0.00017104
mlfq, 90000, 0.94672710, 0.00005189
rr, 90000, 0.83397663, 0.00015847
mlfq, 95000, 0.96284070, 0.00006139
rr, 95000, 0.88046724, 0.00017397
mlfq, 100000, 0.97878060, 0.00004882
rr, 100000, 0.90150148, 0.00019409
mlfq, 105000, 0.99569320, 0.00005413
rr, 105000, 0.84133629, 0.00013591
mlfq, 110000, 1.00930471, 0.00006048
rr, 110000, 0.88174366, 0.00016196
mlfq, 115000, 1.02839242, 0.00010693
rr, 115000, 0.92174568, 0.00018040
mlfq, 120000, 1.04475473, 0.00005964
rr, 120000, 0.93157128, 0.00016517
mlfq, 125000, 1.06073371, 0.00005706
rr, 125000, 0.97042835, 0.00021427
mlfq, 130000, 1.07688538, 0.00005497
rr, 130000, 0.97669903, 0.00017649
mlfq, 135000, 1.09233834, 0.00006118
rr, 135000, 1.01421853, 0.00015086
mlfq, 140000, 1.10937713, 0.00006153
rr, 140000, 1.05166161, 0.00031163
mlfq, 145000, 1.12546205, 0.00006174
rr, 145000, 1.05286690, 0.00014310
mlfq, 150000, 1.13912755, 0.00005804
rr, 150000, 1.08884640, 0.00016196
mlfq, 155000, 1.15834736, 0.00005783
rr, 155000, 1.00861553, 0.00014771
mlfq, 160000, 1.17405370, 0.00006293
rr, 160000, 1.04161920, 0.00014806
mlfq, 165000, 1.19044690, 0.00005818
rr, 165000, 1.03267353, 0.00012753
mlfq, 170000, 1.20444934, 0.00005678
rr, 170000, 1.06415316, 0.00015994
mlfq, 175000, 1.22280995, 0.00005916
rr, 175000, 1.09507727, 0.00019591
mlfq, 180000, 1.23957645, 0.00010323
rr, 180000, 1.12655411, 0.00015239
mlfq, 185000, 1.25563052, 0.00006013
rr, 185000, 1.15785246, 0.00015868
mlfq, 190000, 1.27157317, 0.00004868
rr, 190000, 1.18908400, 0.00016908
mlfq, 195000, 1.28821006, 0.00005923
rr, 195000, 1.17152059, 0.00014366
mlfq, 200000, 1.30468925, 0.00006076
rr, 200000, 1.20166549, 0.00015575
mlfq, 205000, 1.32060471, 0.00011328
rr, 205000, 1.23143531, 0.00021742
mlfq, 210000, 1.33639771, 0.00006893
rr, 210000, 1.26155856, 0.00015351
mlfq, 215000, 1.35300363, 0.00006209
rr, 215000, 1.29153464, 0.00015407
mlfq, 220000, 1.36919636, 0.00006041
rr, 220000, 1.32160942, 0.00015351
mlfq, 225000, 1.38566008, 0.00021679
rr, 225000, 1.35149726, 0.00014303
mlfq, 230000, 1.40212167, 0.00006314
rr, 230000, 1.38156553, 0.00015819
mlfq, 235000, 1.41807590, 0.00006111
rr, 235000, 1.35278298, 0.00015135
mlfq, 240000, 1.43415349, 0.00006349
rr, 240000, 1.38136512, 0.00012697
mlfq, 245000, 1.45081695, 0.00008388
rr, 245000, 1.41002200, 0.00014939
mlfq, 250000, 1.46676755, 0.00005608
rr, 250000, 1.43886559, 0.00015791
fcfs, 0, 1.42232661, 0.00000706
sjf, 0, 0.51643945, 0.00000678
mlfq, 0, 1.41843272, 0.00001627
rr, 0, 0.79716970, 0.05088519
mlfq, 5000, 1.42562269, 0.00001753
rr, 5000, 0.68089345, 0.00112557
mlfq, 10000, 1.43429818, 0.00001816
rr, 10000, 0.67209981, 0.00055125
mlfq, 15000, 1.44052989, 0.00001893
rr, 15000, 0.66449088, 0.00038441
mlfq, 20000, 1.08184219, 0.00002982
rr, 20000, 0.69395917, 0.00034439
mlfq, 25000, 1.09767745, 0.00004128
rr, 25000, 0.70922806, 0.00028502
mlfq, 30000, 1.11301878, 0.00002954
rr, 30000, 0.70760577, 0.00028845
mlfq, 35000, 1.12638218, 0.00004058
rr, 35000, 0.71992186, 0.00024479
mlfq, 40000, 1.13542959, 0.00009031
rr, 40000, 0.75246912, 0.00022154
mlfq, 45000, 1.14853787, 0.00004519
rr, 45000, 0.72236704, 0.00022950
mlfq, 50000, 1.16461546, 0.00004498
rr, 50000, 0.77726432, 0.00023397
mlfq, 55000, 1.17748067, 0.00004484
rr, 55000, 0.78587464, 0.00021867
mlfq, 60000, 1.18964872, 0.00005008
rr, 60000, 0.82721142, 0.00027140
mlfq, 65000, 1.20134921, 0.00003841
rr, 65000, 0.81450004, 0.00020268
mlfq, 70000, 1.21384804, 0.00004400
rr, 70000, 0.85952499, 0.00019479
mlfq, 75000, 1.22811555, 0.00004952
rr, 75000, 0.90181985, 0.00020352
mlfq, 80000, 1.24009008, 0.00005105
rr, 80000, 0.88203124, 0.00019011
mlfq, 85000, 0.93092429, 0.00010532
rr, 85000, 0.80914348, 0.00018557
mlfq, 90000, 0.94632319, 0.00005964
rr, 90000, 0.83400315, 0.00018347
mlfq, 95000, 0.96238125, 0.00005615
rr, 95000, 0.88045200, 0.00017600
mlfq, 100000, 0.97996619, 0.00005769
rr, 100000, 0.90163736, 0.00016091
mlfq, 105000, 0.99608381, 0.00005692
rr, 105000, 0.84153194, 0.00016021
mlfq, 110000, 1.00946575, 0.00005168
rr, 110000, 0.88137857, 0.00014255
mlfq, 115000, 1.02821733, 0.00006453
rr, 115000, 0.92170234, 0.00016134
mlfq, 120000, 1.04451641, 0.00005964
rr, 120000, 0.93144928, 0.00016720
mlfq, 125000, 1.06013580, 0.00004519
rr, 125000, 0.97034766, 0.00016154
mlfq, 130000, 1.07690902, 0.00005671
rr, 130000, 0.97676705, 0.00013542
mlfq, 135000, 1.09252740, 0.00005608
rr, 135000, 1.01426981, 0.00016008
mlfq, 140000, 1.10932170, 0.00006460
