Type, Quantum, Average Response Time, Context Switch Time
rr, 70000, 0.85946613, 0.00021308
mlfq, 75000, 1.22755259, 0.00004959
rr, 75000, 0.90205801, 0.00029515
mlfq, 80000, 1.23928223, 0.00004665
rr, 80000, 0.88181825, 0.00020547
mlfq, 85000, 0.93075965, 0.00005804
rr, 85000, 0.80862734, 0.00014946
mlfq, 90000, 0.94687752, 0.00005105
rr, 90000, 0.83391004, 0.00012704
mlfq, 95000, 0.96255008, 0.00006097
rr, 95000, 0.88042288, 0.00020380
mlfq, 100000, 0.97945762, 0.00009959
rr, 100000, 0.90215733, 0.00015581
mlfq, 105000, 0.99598421, 0.00010609
rr, 105000, 0.84162628, 0.00013605
mlfq, 110000, 1.00905754, 0.00006034
rr, 110000, 0.88169565, 0.00016538
mlfq, 115000, 1.02814883, 0.00005965
rr, 115000, 0.92138173, 0.00015184
mlfq, 120000, 1.04484804, 0.00005762
rr, 120000, 0.93164653, 0.00015966
mlfq, 125000, 1.06064750, 0.00005776
rr, 125000, 0.96976241, 0.00015917
mlfq, 130000, 1.07678684, 0.00006271
rr, 130000, 0.97644353, 0.00018089
mlfq, 135000, 1.09267499, 0.00006111
rr, 135000, 1.01405791, 0.00014652
mlfq, 140000, 1.10934845, 0.00005371
rr, 140000, 1.05170697, 0.00015658
mlfq, 145000, 1.12516622, 0.00006244
rr, 145000, 1.05281373, 0.00018305
mlfq, 150000, 1.13921635, 0.00006076
rr, 150000, 1.08900136, 0.00016252
mlfq, 155000, 1.15779905, 0.00006341
rr, 155000, 1.00923445, 0.00014911
mlfq, 160000, 1.17390365, 0.00004777
rr, 160000, 1.04144228, 0.00015323
mlfq, 165000, 1.19114929, 0.00006223
rr, 165000, 1.03282820, 0.00018096
mlfq, 170000, 1.20420284, 0.00005971
rr, 170000, 1.06418117, 0.00016050
mlfq, 175000, 1.22301831, 0.00006586
rr, 175000, 1.09468801, 0.00015163
mlfq, 180000, 1.23911145, 0.00005922
rr, 180000, 1.12667434, 0.00024710
mlfq, 185000, 1.25560260, 0.00006069
rr, 185000, 1.15781000, 0.00014764
mlfq, 190000, 1.27134816, 0.00003848
rr, 190000, 1.18900915, 0.00017397
mlfq, 195000, 1.28786169, 0.00005636
rr, 195000, 1.17139048, 0.00013459
mlfq, 200000, 1.30415695, 0.00006006
rr, 200000, 1.20166303, 0.00027685
mlfq, 205000, 1.32039711, 0.00005483
rr, 205000, 1.23156658, 0.00019800
mlfq, 210000, 1.33767855, 0.00019541
rr, 210000, 1.26140761, 0.00017419
mlfq, 215000, 1.35338360, 0.00006509
rr, 215000, 1.29135936, 0.00015630
mlfq, 220000, 1.36949590, 0.00006202
rr, 220000, 1.32155737, 0.00015658
mlfq, 225000, 1.38567829, 0.00006160
rr, 225000, 1.35123965, 0.00014890
mlfq, 230000, 1.40185685, 0.00006139
rr, 230000, 1.38119964, 0.00014380
mlfq, 235000, 1.41732755, 0.00005405
rr, 235000, 1.35291924, 0.00015561
mlfq, 240000, 1.43378902, 0.00006132
rr, 240000, 1.38165629, 0.00015149
mlfq, 245000, 1.45042661, 0.00007110
rr, 245000, 1.41025932, 0.00014115
mlfq, 250000, 1.46698573, 0.00006690
rr, 250000, 1.43886533, 0.00013389
fcfs, 0, 1.42255887, 0.00000761
sjf, 0, 0.51757163, 0.00000817
mlfq, 0, 1.41789976, 0.00001774
rr, 0, 0.80498593, 0.05073831
mlfq, 5000, 1.42621524, 0.00001809
rr, 5000, 0.67674430, 0.00107374
mlfq, 10000, 1.43424391, 0.00001781
rr, 10000, 0.67274444, 0.00059044
mlfq, 15000, 1.44042368, 0.00001816
rr, 15000, 0.69496584, 0.00045200
mlfq, 20000, 1.08283408, 0.00003464
rr, 20000, 0.69408883, 0.00034048
mlfq, 25000, 1.09702609, 0.00003709
rr, 25000, 0.70969004, 0.00034390
mlfq, 30000, 1.11315859, 0.00003883
rr, 30000, 0.70761843, 0.00024005
mlfq, 35000, 1.12500994, 0.00004791
rr, 35000, 0.72028508, 0.00023550
mlfq, 40000, 1.13723109, 0.00004868
rr, 40000, 0.75259506, 0.00024179
mlfq, 45000, 1.14871684, 0.00005175
rr, 45000, 0.72201605, 0.00024256
mlfq, 50000, 1.16434645, 0.00004994
rr, 50000, 0.77702889, 0.00022342
mlfq, 55000, 1.17680206, 0.00005140
rr, 55000, 0.78575025, 0.00023865
mlfq, 60000, 1.19018149, 0.00004784
rr, 60000, 0.82712019, 0.00023041
mlfq, 65000, 1.20152135, 0.00004135
rr, 65000, 0.81452521, 0.00020428
mlfq, 70000, 1.21281214, 0.00004770
rr, 70000, 0.85945702, 0.00020366
mlfq, 75000, 1.22743790, 0.00004477
rr, 75000, 0.90168277, 0.00035864
mlfq, 80000, 1.23964151, 0.00004721
rr, 80000, 0.88172324, 0.00019988
mlfq, 85000, 0.93042225, 0.00006174
rr, 85000, 0.80917725, 0.00017453
mlfq, 90000, 0.94659253, 0.00006237
rr, 90000, 0.83398897, 0.00014723
mlfq, 95000, 0.96230450, 0.00005985
rr, 95000, 0.88036166, 0.00017132
mlfq, 100000, 0.97894607, 0.00005957
rr, 100000, 0.90180665, 0.00021399
mlfq, 105000, 0.99544329, 0.00006132
rr, 105000, 0.84122292, 0.00022293
mlfq, 110000, 1.00876644, 0.00005238
rr, 110000, 0.88170396, 0.00016203
mlfq, 115000, 1.02805514, 0.00011168
rr, 115000, 0.92158860, 0.00016427
mlfq, 120000, 1.04462702, 0.00006216
rr, 120000, 0.93165666, 0.00016364
mlfq, 125000, 1.06085267, 0.00006188
rr, 125000, 0.97041207, 0.00016294
mlfq, 130000, 1.07699400, 0.00006928
rr, 130000, 0.97668874, 0.00015707
mlfq, 135000, 1.09270953, 0.00005587
rr, 135000, 1.01423016, 0.00018131
mlfq, 140000, 1.10889514, 0.00005147
rr, 140000, 1.05170476, 0.00016008
mlfq, 145000, 1.12585398, 0.00006160
rr, 145000, 1.05280617, 0.00014024
mlfq, 150000, 1.13922442, 0.00004917
rr, 150000, 1.08904477, 0.00017265
mlfq, 155000, 1.15817352, 0.00006307
rr, 155000, 1.00920807, 0.00020219
mlfq, 160000, 1.17449664, 0.00006369
rr, 160000, 1.04155451, 0.00015400
mlfq, 165000, 1.19130574, 0.00006125
rr, 165000, 1.03280328, 0.00013249
mlfq, 170000, 1.20445898, 0.00006942
rr, 170000, 1.06402914, 0.00015295
mlfq, 175000, 1.22331188, 0.00005734
rr, 175000, 1.09541234, 0.00016322
mlfq, 180000, 1.23950691, 0.00006083
rr, 180000, 1.12670540, 0.00020708
mlfq, 185000, 1.25576138, 0.00006090
rr, 185000, 1.15787308, 0.00015651
mlfq, 190000, 1.27161530, 0.00005182
rr, 190000, 1.18881036, 0.00015463
mlfq, 195000, 1.28798290, 0.00005867
rr, 195000, 1.17146526, 0.00013682
mlfq, 200000, 1.30418892, 0.00006356
rr, 200000, 1.20176920, 0.00014345
mlfq, 205000, 1.32054825, 0.00005846
rr, 205000, 1.23157168, 0.00015386
mlfq, 210000, 1.33687548, 0.00006216
rr, 210000, 1.26151159, 0.00015051
mlfq, 215000, 1.35339614, 0.00005685
rr, 215000, 1.29154734, 0.00015330
mlfq, 220000, 1.36905378, 0.00006565
rr, 220000, 1.32140983, 0.00014869
mlfq, 225000, 1.38536881, 0.00006069
rr, 225000, 1.35155025, 0.00015100
mlfq, 230000, 1.40135625, 0.00006411
rr, 230000, 1.38158161, 0.00015310
mlfq, 235000, 1.41817572, 0.00006083
rr, 235000, 1.35258386, 0.00014841
mlfq, 240000, 1.43397520, 0.00005964
rr, 240000, 1.38147383, 0.00014848
mlfq, 245000, 1.45096735, 0.00006404
rr, 245000, 1.41007761, 0.00015547
mlfq, 250000, 1.46636680, 0.00006195
rr, 250000, 1.43901725, 0.00020219
fcfs, 0, 1.42186069, 0.00000803
sjf, 0, 0.51694115, 0.00000670
mlfq, 0, 1.41814269, 0.00001502
rr, 0, 0.77467826, 0.05041133
mlfq, 5000, 1.42598144, 0.00001774
rr, 5000, 0.67723230, 0.00105873
mlfq, 10000, 1.43356626, 0.00001802
rr, 10000, 0.68236048, 0.00066174
mlfq, 15000, 1.44177179, 0.00001886
rr, 15000, 0.66467503, 0.00038567
mlfq, 20000, 1.08207267, 0.00004240
rr, 20000, 0.69360476, 0.00034257
mlfq, 25000, 1.09597138, 0.00003765
rr, 25000, 0.70316900, 0.00027133
mlfq, 30000, 1.10974342, 0.00004533
rr, 30000, 0.70797769, 0.00050300
mlfq, 35000, 1.12612362, 0.00003611
rr, 35000, 0.71997331, 0.00031387
mlfq, 40000, 1.13595572, 0.00013696
rr, 40000, 0.75283884, 0.00031478
mlfq, 45000, 1.14846183, 0.00008123
rr, 45000, 0.72246762, 0.00022642
mlfq, 50000, 1.16475752, 0.00004533
rr, 50000, 0.77734496, 0.00024361
mlfq, 55000, 1.17731260, 0.00004428
rr, 55000, 0.78601652, 0.00022608
mlfq, 60000, 1.19004346, 0.00004463
rr, 60000, 0.82730389, 0.00022803
mlfq, 65000, 1.20181937, 0.00004226
rr, 65000, 0.81443909, 0.00020107
mlfq, 70000, 1.21282204, 0.00004952
rr, 70000, 0.85967305, 0.00024947
mlfq, 75000, 1.22780991, 0.00004512
rr, 75000, 0.90182286, 0.00018243
mlfq, 80000, 1.24057806, 0.00005022
rr, 80000, 0.88183090, 0.00020743
mlfq, 85000, 0.93084509, 0.00005517
rr, 85000, 0.80932491, 0.00020380
mlfq, 90000, 0.94688602, 0.00005951
rr, 90000, 0.83421451, 0.00015679
mlfq, 95000, 0.96207854, 0.00011293
rr, 95000, 0.88048914, 0.00016532
mlfq, 100000, 0.97868224, 0.00004875
rr, 100000, 0.90173894, 0.00017879
mlfq, 105000, 0.99549415, 0.00005860
rr, 105000, 0.84153637, 0.00017935
mlfq, 110000, 1.00924817, 0.00005853
rr, 110000, 0.88169100, 0.00018864
mlfq, 115000, 1.02752499, 0.00003688
rr, 115000, 0.92170787, 0.00021511
mlfq, 120000, 1.04433269, 0.00006055
rr, 120000, 0.93185354, 0.00015980
mlfq, 125000, 1.06031711, 0.00005490
rr, 125000, 0.97050552, 0.00015882
mlfq, 130000, 1.07661941, 0.00006439
rr, 130000, 0.97682668, 0.00015358
mlfq, 135000, 1.09270089, 0.00004784
rr, 135000, 1.01420753, 0.00026777
mlfq, 140000, 1.10967049, 0.00005881
rr, 140000, 1.05178724, 0.00015149
mlfq, 145000, 1.12552098, 0.00006216
rr, 145000, 1.05286028, 0.00013856
mlfq, 150000, 1.13981099, 0.00005713
rr, 150000, 1.08875054, 0.00014206
mlfq, 155000, 1.15778430, 0.00005755
rr, 155000, 1.00892582, 0.00014185
mlfq, 160000, 1.17404204, 0.00006132
rr, 160000, 1.04166963, 0.00018473
mlfq, 165000, 1.19068129, 0.00010497
rr, 165000, 1.03274526, 0.00013989
mlfq, 170000, 1.20429342, 0.00005978
rr, 170000, 1.06383329, 0.00020345
mlfq, 175000, 1.22246026, 0.00006111
rr, 175000, 1.09501579, 0.00015924
mlfq, 180000, 1.23966241, 0.00005587
rr, 180000, 1.12660270, 0.00020617
mlfq, 185000, 1.25578239, 0.00005776
rr, 185000, 1.15784414, 0.00015665
mlfq, 190000, 1.27106394, 0.00004749
rr, 190000, 1.18919309, 0.00016022
mlfq, 195000, 1.28866762, 0.00005978
rr, 195000, 1.17145096, 0.00013682
mlfq, 200000, 1.30454351, 0.00016986
rr, 200000, 1.20138665, 0.00014360
mlfq, 205000, 1.32132204, 0.00006167
rr, 205000, 1.23154800, 0.00014611
mlfq, 210000, 1.33713890, 0.00005818
rr, 210000, 1.26125337, 0.00014122
mlfq, 215000, 1.35269441, 0.00005755
rr, 215000, 1.29151753, 0.00014925
mlfq, 220000, 1.36924984, 0.00005594
rr, 220000, 1.32124018, 0.00017502
mlfq, 225000, 1.38577688, 0.00006370
rr, 225000, 1.35158388, 0.00023460
mlfq, 230000, 1.40172758, 0.00008388
rr, 230000, 1.38156562, 0.00013738
mlfq, 235000, 1.41787149, 0.00005915
rr, 235000, 1.35272089, 0.00014681
mlfq, 240000, 1.43416319, 0.00006202
rr, 240000, 1.38152733, 0.00014632
mlfq, 245000, 1.45026671, 0.00006335
rr, 245000, 1.41037726, 0.00014841
mlfq, 250000, 1.46679578, 0.00006293
rr, 250000, 1.43850231, 0.00014004
fcfs, 0, 1.42303713, 0.00000754
sjf, 0, 0.51671199, 0.00000677
mlfq, 0, 1.41850794, 0.00001858
rr, 0, 0.80346517, 0.05168927
mlfq, 5000, 1.42645032, 0.00001844
rr, 5000, 0.66431476, 0.00112270
mlfq, 10000, 1.43390406, 0.00001746
rr, 10000, 0.68235591, 0.00066727
mlfq, 15000, 1.06881725, 0.00002291
rr, 15000, 0.69506151, 0.00044119
mlfq, 20000, 1.08226667, 0.00003918
rr, 20000, 0.69364687, 0.00038559
mlfq, 25000, 1.09715678, 0.00004344
rr, 25000, 0.70938335, 0.00032351
mlfq, 30000, 1.11306055, 0.00002870
rr, 30000, 0.70738310, 0.00023885
mlfq, 35000, 1.12747673, 0.00005057
rr, 35000, 0.71990206, 0.00022936
mlfq, 40000, 1.13577670, 0.00005155
rr, 40000, 0.75281186, 0.00023076
mlfq, 45000, 1.14888748, 0.00004344
rr, 45000, 0.72225356, 0.00022328
mlfq, 50000, 1.16438605, 0.00005099
rr, 50000, 0.77737345, 0.00024836
mlfq, 55000, 1.17742892, 0.00004372
rr, 55000, 0.78587520, 0.00029236
mlfq, 60000, 1.18932356, 0.00004519
rr, 60000, 0.82738335, 0.00033517
mlfq, 65000, 1.20161564, 0.00003283
rr, 65000, 0.81443677, 0.00019521
mlfq, 70000, 1.21266462, 0.00004812
rr, 70000, 0.85947905, 0.00021378
mlfq, 75000, 1.22746204, 0.00009051
rr, 75000, 0.90191922, 0.00020778
mlfq, 80000, 1.24029367, 0.00004924
rr, 80000, 0.88183846, 0.00020100
mlfq, 85000, 0.93085570, 0.00010071
rr, 85000, 0.80905012, 0.00017998
mlfq, 90000, 0.94626283, 0.00006006
rr, 90000, 0.83398155, 0.00015616
mlfq, 95000, 0.96245743, 0.00005832
rr, 95000, 0.88031632, 0.00017292
mlfq, 100000, 0.97989502, 0.00006523
rr, 100000, 0.90178036, 0.00016419
mlfq, 105000, 0.99523492, 0.00005573
rr, 105000, 0.84150358, 0.00013438
mlfq, 110000, 1.00930542, 0.00005985
rr, 110000, 0.88171730, 0.00022496
mlfq, 115000, 1.02811819, 0.00006055
rr, 115000, 0.92145369, 0.00018026
mlfq, 120000, 1.04407779, 0.00005930
rr, 120000, 0.93172124, 0.00015414
mlfq, 125000, 1.06039460, 0.00005915
rr, 125000, 0.97020843, 0.00013011
mlfq, 130000, 1.07676784, 0.00006488
rr, 130000, 0.97658777, 0.00017488
mlfq, 135000, 1.09312224, 0.00005818
rr, 135000, 1.01416884, 0.00015721
mlfq, 140000, 1.10952057, 0.00006572
rr, 140000, 1.05175846, 0.00015805
mlfq, 145000, 1.12552521, 0.00006153
rr, 145000, 1.05286498, 0.00014115
mlfq, 150000, 1.13979659, 0.00005671
rr, 150000, 1.08883095, 0.00017146
mlfq, 155000, 1.15762792, 0.00006488
rr, 155000, 1.00908157, 0.00014932
mlfq, 160000, 1.17433838, 0.00006265
rr, 160000, 1.04161934, 0.00014806
mlfq, 165000, 1.19038436, 0.00006083
rr, 165000, 1.03270599, 0.00012893
mlfq, 170000, 1.20443256, 0.00006593
rr, 170000, 1.06387888, 0.00016273
mlfq, 175000, 1.22275466, 0.00005874
rr, 175000, 1.09535391, 0.00014820
mlfq, 180000, 1.23951476, 0.00006439
rr, 180000, 1.12656148, 0.00019102
mlfq, 185000, 1.25546805, 0.00006328
rr, 185000, 1.15782341, 0.00019835
mlfq, 190000, 1.27181477, 0.00015938
rr, 190000, 1.18899864, 0.00017418
mlfq, 195000, 1.28815020, 0.00005588
rr, 195000, 1.17156009, 0.00018089
mlfq, 200000, 1.30355433, 0.00005804
rr, 200000, 1.20152643, 0.00013948
mlfq, 205000, 1.32076657, 0.00006418
rr, 205000, 1.23153730, 0.00015645
mlfq, 210000, 1.33709160, 0.00005545
rr, 210000, 1.26131076, 0.00016454
mlfq, 215000, 1.35303700, 0.00006048
rr, 215000, 1.29156101, 0.00015442
mlfq, 220000, 1.36954594, 0.00005741
rr, 220000, 1.32175252, 0.00032455
mlfq, 225000, 1.38521099, 0.00005266
rr, 225000, 1.35158304, 0.00014785
mlfq, 230000, 1.40165450, 0.00010225
rr, 230000, 1.38156908, 0.00015156
mlfq, 235000, 1.41788024, 0.00006397
rr, 235000, 1.35274857, 0.00014995
mlfq, 240000, 1.43083438, 0.00003227
rr, 240000, 1.38133443, 0.00019458
mlfq, 245000, 1.45150854, 0.00006460
rr, 245000, 1.40974972, 0.00016015
mlfq, 250000, 1.46689448, 0.00005336
rr, 250000, 1.43861126, 0.00016755
fcfs, 0, 1.42292606, 0.00000915
sjf, 0, 0.51651751, 0.00000859
mlfq, 0, 1.41780635, 0.00001851
rr, 0, 0.81526619, 0.05133894
mlfq, 5000, 1.42595112, 0.00001704
rr, 5000, 0.68643873, 0.00106823
mlfq, 10000, 1.43309614, 0.00001893
rr, 10000, 0.67150832, 0.00062151
mlfq, 15000, 1.44056734, 0.00001802
rr, 15000, 0.69506165, 0.00041695
mlfq, 20000, 1.08206193, 0.00003066
rr, 20000, 0.69347143, 0.00033084
mlfq, 25000, 1.09575260, 0.00003059
rr, 25000, 0.70923546, 0.00034894
mlfq, 30000, 1.11254423, 0.00002982
rr, 30000, 0.70758377, 0.00026833
mlfq, 35000, 1.12640192, 0.00004288
rr, 35000, 0.72010617, 0.00025387
mlfq, 40000, 1.13575042, 0.00004728
rr, 40000, 0.75235409, 0.00023284
mlfq, 45000, 1.14885668, 0.00004980
rr, 45000, 0.72225613, 0.00023187
mlfq, 50000, 1.16441451, 0.00004588
rr, 50000, 0.77732189, 0.00023620
mlfq, 55000, 1.17802785, 0.00004631
rr, 55000, 0.78618864, 0.00031939
mlfq, 60000, 1.18614185, 0.00002878
rr, 60000, 0.82725963, 0.00023229
mlfq, 65000, 1.20213107, 0.00004093
rr, 65000, 0.81449538, 0.00019248
mlfq, 70000, 1.21069612, 0.00005154
rr, 70000, 0.85937862, 0.00020987
mlfq, 75000, 1.22756363, 0.00004798
rr, 75000, 0.90191423, 0.00020624
mlfq, 80000, 1.24094518, 0.00005245
rr, 80000, 0.88195233, 0.00019346
mlfq, 85000, 0.93004088, 0.00005525
rr, 85000, 0.80901284, 0.00016294
mlfq, 90000, 0.94572067, 0.00005461
rr, 90000, 0.83398115, 0.00014694
mlfq, 95000, 0.96275527, 0.00006153
rr, 95000, 0.88029699, 0.00017656
mlfq, 100000, 0.97853222, 0.00005734
rr, 100000, 0.90168628, 0.00016699
mlfq, 105000, 0.99583599, 0.00004582
rr, 105000, 0.84136706, 0.00013179
mlfq, 110000, 1.00911799, 0.00006006
rr, 110000, 0.88143945, 0.00015498
mlfq, 115000, 1.02775017, 0.00010707
rr, 115000, 0.92173375, 0.00019039
mlfq, 120000, 1.04501354, 0.00005504
rr, 120000, 0.93185188, 0.00021315
mlfq, 125000, 1.06043671, 0.00005601
rr, 125000, 0.97029163, 0.00015149
mlfq, 130000, 1.07715984, 0.00005706
rr, 130000, 0.97676929, 0.00029843
mlfq, 135000, 1.09266942, 0.00005636
rr, 135000, 1.01423858, 0.00016203
mlfq, 140000, 1.10963097, 0.00005727
rr, 140000, 1.05176962, 0.00016050
mlfq, 145000, 1.12517537, 0.00006488
rr, 145000, 1.05249972, 0.00011056
mlfq, 150000, 1.13937335, 0.00006279
rr, 150000, 1.08894163, 0.00019961
mlfq, 155000, 1.15787310, 0.00006006
rr, 155000, 1.00873959, 0.00016168
mlfq, 160000, 1.17414752, 0.00005999
rr, 160000, 1.04149934, 0.00016427
mlfq, 165000, 1.19090213, 0.00006013
rr, 165000, 1.03288265, 0.00013982
mlfq, 170000, 1.20457047, 0.00010392
rr, 170000, 1.06415093, 0.00020163
mlfq, 175000, 1.22291822, 0.00006244
rr, 175000, 1.09505938, 0.00015414
mlfq, 180000, 1.23906832, 0.00005867
rr, 180000, 1.12596435, 0.00013591
mlfq, 185000, 1.25577249, 0.00005664
rr, 185000, 1.15782477, 0.00014841
mlfq, 190000, 1.27154895, 0.00004756
rr, 190000, 1.18912378, 0.00016287
mlfq, 195000, 1.28835500, 0.00005797
rr, 195000, 1.17147221, 0.00015107
mlfq, 200000, 1.30389363, 0.00005441
rr, 200000, 1.20149771, 0.00029613
mlfq, 205000, 1.32063894, 0.00006474
rr, 205000, 1.23152765, 0.00015386
mlfq, 210000, 1.33692021, 0.00006341
rr, 210000, 1.26143386, 0.00014024
mlfq, 215000, 1.35282772, 0.00006537
rr, 215000, 1.29153457, 0.00013905
mlfq, 220000, 1.36920265, 0.00007347
rr, 220000, 1.32141995, 0.00014192
mlfq, 225000, 1.38583827, 0.00005930
rr, 225000, 1.35158831, 0.00023501
mlfq, 230000, 1.40189055, 0.00006768
rr, 230000, 1.32359364, 0.00010560
mlfq, 235000, 1.41572637, 0.00006223
rr, 235000, 1.35294065, 0.00014562
mlfq, 240000, 1.43426899, 0.00006363
rr, 240000, 1.38158004, 0.00015044
mlfq, 245000, 1.45032195, 0.00005999
rr, 245000, 1.41027206, 0.00015463
mlfq, 250000, 1.46703286, 0.00006146
rr, 250000, 1.43885422, 0.00015302
fcfs, 0, 1.42266269, 0.00000775
sjf, 0, 0.51689878, 0.00000761
mlfq, 0, 1.41852744, 0.00002040
rr, 0, 0.80253030, 0.05141037
mlfq, 5000, 1.42727112, 0.00002025
rr, 5000, 0.68635301, 0.00105588
mlfq, 10000, 1.43418441, 0.00001795
rr, 10000, 0.67157497, 0.00058716
mlfq, 15000, 1.44112703, 0.00001718
rr, 15000, 0.69488811, 0.00041855
mlfq, 20000, 1.08254570, 0.00004477
rr, 20000, 0.69361888, 0.00032965
mlfq, 25000, 1.09667734, 0.00004023
rr, 25000, 0.70935042, 0.00043532
mlfq, 30000, 1.11224026, 0.00003862
rr, 30000, 0.70803788, 0.00027490
mlfq, 35000, 1.12727571, 0.00004253
rr, 35000, 0.71996834, 0.00024382
mlfq, 40000, 1.13566969, 0.00004533
rr, 40000, 0.75304229, 0.00022538
mlfq, 45000, 1.14921006, 0.00004477
rr, 45000, 0.72200232, 0.00021141
mlfq, 50000, 1.16493048, 0.00004379
rr, 50000, 0.77738882, 0.00032518
mlfq, 55000, 1.17752370, 0.00004777
rr, 55000, 0.78600234, 0.00024619
mlfq, 60000, 1.18878155, 0.00004693
rr, 60000, 0.82699756, 0.00022342
mlfq, 65000, 1.20287154, 0.00004526
rr, 65000, 0.81464966, 0.00028328
mlfq, 70000, 1.21223548, 0.00005308
rr, 70000, 0.85944727, 0.00022056
mlfq, 75000, 1.22778695, 0.00004868
rr, 75000, 0.90203613, 0.00021378
mlfq, 80000, 1.23951757, 0.00005098
rr, 80000, 0.88205104, 0.00019737
mlfq, 85000, 0.93090986, 0.00005825
rr, 85000, 0.80882572, 0.00018794
mlfq, 90000, 0.94674859, 0.00006041
rr, 90000, 0.83395688, 0.00015568
mlfq, 95000, 0.96319345, 0.00005916
rr, 95000, 0.88044538, 0.00018117
mlfq, 100000, 0.97953747, 0.00010008
rr, 100000, 0.90174935, 0.00016594
mlfq, 105000, 0.99629986, 0.00005559
rr, 105000, 0.84152268, 0.00012732
mlfq, 110000, 1.00951116, 0.00005469
rr, 110000, 0.88166537, 0.00015743
mlfq, 115000, 1.02794086, 0.00005357
rr, 115000, 0.92170103, 0.00015156
mlfq, 120000, 1.04463511, 0.00006251
rr, 120000, 0.93142089, 0.00015721
mlfq, 125000, 1.06050209, 0.00005022
rr, 125000, 0.97041885, 0.00015344
mlfq, 130000, 1.07724723, 0.00005727
rr, 130000, 0.97655371, 0.00031890
mlfq, 135000, 1.09276278, 0.00006363
rr, 135000, 1.01401201, 0.00016070
mlfq, 140000, 1.11011908, 0.00016937
rr, 140000, 1.05186139, 0.00025339
mlfq, 145000, 1.12519987, 0.00006062
rr, 145000, 1.05269848, 0.00021141
mlfq, 150000, 1.13926880, 0.00006027
rr, 150000, 1.08890744, 0.00018948
mlfq, 155000, 1.15804992, 0.00006467
rr, 155000, 1.00895955, 0.00014925
mlfq, 160000, 1.17429319, 0.00006453
rr, 160000, 1.04164889, 0.00016078
mlfq, 165000, 1.19093055, 0.00005915
rr, 165000, 1.03268986, 0.00012571
mlfq, 170000, 1.20472043, 0.00005951
rr, 170000, 1.06380539, 0.00015896
mlfq, 175000, 1.22295870, 0.00005447
rr, 175000, 1.09520878, 0.00014821
mlfq, 180000, 1.23957125, 0.00021406
rr, 180000, 1.12654587, 0.00015435
mlfq, 185000, 1.25594671, 0.00022559
rr, 185000, 1.15780794, 0.00015728
mlfq, 190000, 1.27113476, 0.00003848
rr, 190000, 1.18877143, 0.00015016
mlfq, 195000, 1.28798496, 0.00005902
rr, 195000, 1.17147890, 0.00018648
mlfq, 200000, 1.30436436, 0.00006230
rr, 200000, 1.20153237, 0.00014464
mlfq, 205000, 1.32095100, 0.00006537
rr, 205000, 1.23150435, 0.00014520
mlfq, 210000, 1.33741533, 0.00006125
rr, 210000, 1.26108453, 0.00012620
mlfq, 215000, 1.35046107, 0.00006027
rr, 215000, 1.29158280, 0.00016378
mlfq, 220000, 1.36922083, 0.00006006
rr, 220000, 1.32156302, 0.00015268
mlfq, 225000, 1.38518993, 0.00005902
rr, 225000, 1.35149993, 0.00015505
mlfq, 230000, 1.40176890, 0.00006055
rr, 230000, 1.38151245, 0.00014150
mlfq, 235000, 1.41807945, 0.00006530
rr, 235000, 1.35235983, 0.00012914
mlfq, 240000, 1.43407374, 0.00005385
rr, 240000, 1.38119641, 0.00014262
mlfq, 245000, 1.45028277, 0.00006160
rr, 245000, 1.41026448, 0.00014730
mlfq, 250000, 1.46672709, 0.00005853
rr, 250000, 1.43899312, 0.00014276
fcfs, 0, 1.42197371, 0.00000754
sjf, 0, 0.51678441, 0.00000824
mlfq, 0, 1.41853018, 0.00001767
rr, 0, 0.86594387, 0.05356350
mlfq, 5000, 1.42623678, 0.00001851
rr, 5000, 0.68631289, 0.00105719
mlfq, 10000, 1.43326023, 0.00001865
rr, 10000, 0.67213764, 0.00066321
mlfq, 15000, 1.44173552, 0.00001648
rr, 15000, 0.69490309, 0.00047981
mlfq, 20000, 1.08246600, 0.00004484
rr, 20000, 0.69406807, 0.00036940
mlfq, 25000, 1.09623545, 0.00004023
rr, 25000, 0.70954135, 0.00031778
mlfq, 30000, 1.11317524, 0.00004086
rr, 30000, 0.70789481, 0.00023264
mlfq, 35000, 1.12682137, 0.00004246
rr, 35000, 0.72046210, 0.00025366
mlfq, 40000, 1.13640838, 0.00005336
rr, 40000, 0.75241838, 0.00022238
mlfq, 45000, 1.14858573, 0.00005008
rr, 45000, 0.72222995, 0.00022608
mlfq, 50000, 1.16431790, 0.00004791
rr, 50000, 0.77723595, 0.00024612
mlfq, 55000, 1.17701038, 0.00005008
rr, 55000, 0.78588633, 0.00028474
mlfq, 60000, 1.18930777, 0.00004351
rr, 60000, 0.82712258, 0.00032882
mlfq, 65000, 1.20174453, 0.00005168
rr, 65000, 0.81464514, 0.00020135
mlfq, 70000, 1.21260577, 0.00004672
rr, 70000, 0.85933799, 0.00021386
mlfq, 75000, 1.22851703, 0.00005923
rr, 75000, 0.90184489, 0.00019116
mlfq, 80000, 1.23969309, 0.00004826
rr, 80000, 0.88196347, 0.00019828
mlfq, 85000, 0.93006393, 0.00005692
rr, 85000, 0.80897658, 0.00017167
mlfq, 90000, 0.94652826, 0.00005552
rr, 90000, 0.83404684, 0.00024570
mlfq, 95000, 0.96266729, 0.00006090
rr, 95000, 0.88031059, 0.00019947
mlfq, 100000, 0.97914805, 0.00005385
