Type, Quantum, Average Response Time, Context Switch Time, Second Queue Usage
rr, 0, 0.81415360, 0.05143005, 0
rr, 500, 0.67627305, 0.00644014, 0
rr, 1000, 0.67881660, 0.00345842, 0
rr, 1500, 0.70267948, 0.00312644, 0
rr, 2000, 0.69803364, 0.00243974, 0
rr, 2500, 0.66975691, 0.00206326, 0
rr, 3000, 0.67570154, 0.00172851, 0
rr, 3500, 0.68029840, 0.00153734, 0
rr, 4000, 0.67918164, 0.00129115, 0
rr, 4500, 0.67525745, 0.00124178, 0
rr, 5000, 0.68663968, 0.00108394, 0
rr, 5500, 0.66931983, 0.00097031, 0
rr, 6000, 0.67866871, 0.00092274, 0
rr, 6500, 0.66178797, 0.00088461, 0
rr, 7000, 0.68196595, 0.00080582, 0
rr, 7500, 0.68214380, 0.00076273, 0
rr, 8000, 0.68696322, 0.00079276, 0
rr, 8500, 0.66467756, 0.00067012, 0
rr, 9000, 0.67324223, 0.00063542, 0
rr, 9500, 0.66756241, 0.00065589, 0
rr, 10000, 0.67192262, 0.00064758, 0
rr, 10500, 0.68410419, 0.00057668, 0
rr, 11000, 0.68102440, 0.00060651, 0
rr, 11500, 0.69062154, 0.00051102, 0
rr, 12000, 0.67215762, 0.00047918, 0
rr, 12500, 0.68074596, 0.00048630, 0
rr, 13000, 0.68477422, 0.00047234, 0
rr, 13500, 0.69011236, 0.00046871, 0
rr, 14000, 0.68762716, 0.00045139, 0
rr, 14500, 0.68983059, 0.00044643, 0
rr, 15000, 0.69483201, 0.00044893, 0
rr, 15500, 0.68267271, 0.00041304, 0
rr, 16000, 0.68053857, 0.00049260, 0
rr, 16500, 0.68122747, 0.00046185, 0
rr, 17000, 0.67155279, 0.00037651, 0
rr, 17500, 0.66924946, 0.00037987, 0
rr, 18000, 0.67905530, 0.00041479, 0
rr, 18500, 0.67462129, 0.00045900, 0
rr, 19000, 0.68781975, 0.00033097, 0
rr, 19500, 0.68116444, 0.00043728, 0
rr, 20000, 0.69391607, 0.00038741, 0
mlfq, 15000, 1.44452905, 0.00001711, 1.000
mlfq, 16000, 1.07153329, 0.00002319, 0.750
mlfq, 17000, 1.07445531, 0.00004749, 0.750
mlfq, 18000, 1.07660480, 0.00002821, 0.750
mlfq, 19000, 1.07854588, 0.00002368, 0.750
mlfq, 20000, 1.08204576, 0.00003974, 0.750
mlfq, 21000, 1.08453251, 0.00004114, 0.750
mlfq, 22000, 1.08755421, 0.00003820, 0.750
mlfq, 23000, 1.08926498, 0.00004267, 0.750
mlfq, 24000, 1.09195139, 0.00004142, 0.750
mlfq, 25000, 1.09479698, 0.00004672, 0.750
mlfq, 26000, 1.09792135, 0.00003751, 0.750
mlfq, 27000, 1.10106924, 0.00002989, 0.750
mlfq, 28000, 1.10336932, 0.00004288, 0.750
mlfq, 29000, 1.10616639, 0.00003394, 0.750
mlfq, 30000, 1.11026099, 0.00003890, 0.750
mlfq, 31000, 1.11126620, 0.00002822, 0.750
mlfq, 32000, 1.11618854, 0.00004190, 0.750
mlfq, 81000, 1.23945453, 0.00009436, 0.750
mlfq, 82000, 1.24179175, 0.00004812, 0.750
mlfq, 83000, 1.24452081, 0.00004539, 0.750
mlfq, 84000, 0.92578809, 0.00005420, 0.500
mlfq, 85000, 0.92778206, 0.00005168, 0.500
mlfq, 86000, 0.93120103, 0.00005706, 0.500
mlfq, 87000, 0.93470905, 0.00006202, 0.500
mlfq, 88000, 0.93797705, 0.00005385, 0.500
mlfq, 89000, 0.94025248, 0.00004568, 0.500
mlfq, 90000, 0.94431197, 0.00006048, 0.500
mlfq, 91000, 0.94840772, 0.00005671, 0.500
mlfq, 92000, 0.95068600, 0.00005580, 0.500
mlfq, 93000, 0.95417822, 0.00006244, 0.500
mlfq, 94000, 0.95738849, 0.00005182, 0.500
mlfq, 95000, 0.96050296, 0.00006209, 0.500
mlfq, 96000, 0.96403813, 0.00006020, 0.500
mlfq, 97000, 0.96705290, 0.00005629, 0.500
mlfq, 98000, 0.97094959, 0.00005874, 0.500
mlfq, 99000, 0.97368569, 0.00005965, 0.500
mlfq, 100000, 0.97676695, 0.00006314, 0.500
rr, 0, 0.79051213, 0.05115075, 0
rr, 500, 0.67734052, 0.00617708, 0
rr, 1000, 0.68182878, 0.00333407, 0
rr, 1500, 0.70643069, 0.00298383, 0
rr, 2000, 0.66012901, 0.00244857, 0
rr, 2500, 0.66066319, 0.00201695, 0
rr, 3000, 0.69339041, 0.00164902, 0
rr, 3500, 0.66299392, 0.00145033, 0
rr, 4000, 0.67476916, 0.00128153, 0
rr, 4500, 0.66402753, 0.00115638, 0
rr, 5000, 0.65609082, 0.00129799, 0
rr, 5500, 0.67133260, 0.00105256, 0
rr, 6000, 0.67270173, 0.00092839, 0
rr, 6500, 0.68171187, 0.00082938, 0
rr, 7000, 0.66545329, 0.00077761, 0
rr, 7500, 0.66923380, 0.00072391, 0
rr, 8000, 0.66445435, 0.00069479, 0
rr, 8500, 0.66452005, 0.00063459, 0
rr, 9000, 0.67349005, 0.00065608, 0
rr, 9500, 0.66737340, 0.00058589, 0
rr, 10000, 0.67145519, 0.00056005, 0
rr, 10500, 0.68373891, 0.00056027, 0
rr, 11000, 0.68067927, 0.00055042, 0
rr, 11500, 0.67851722, 0.00050921, 0
rr, 12000, 0.67132373, 0.00049267, 0
rr, 12500, 0.67739412, 0.00045341, 0
rr, 13000, 0.68477623, 0.00046472, 0
rr, 13500, 0.70402553, 0.00058332, 0
rr, 14000, 0.68739250, 0.00041262, 0
rr, 14500, 0.68985362, 0.00048979, 0
rr, 15000, 0.69484089, 0.00042567, 0
rr, 15500, 0.66683676, 0.00036890, 0
rr, 16000, 0.68037231, 0.00036499, 0
rr, 16500, 0.68103093, 0.00039907, 0
rr, 17000, 0.65396915, 0.00034838, 0
rr, 17500, 0.66878737, 0.00036192, 0
rr, 18000, 0.67904678, 0.00040061, 0
rr, 18500, 0.67478368, 0.00038999, 0
rr, 19000, 0.68788191, 0.00035535, 0
rr, 19500, 0.68175873, 0.00035305, 0
rr, 20000, 0.69383347, 0.00034836, 0
mlfq, 15000, 1.44273319, 0.00001879, 1.000
mlfq, 16000, 1.07234867, 0.00002417, 0.750
mlfq, 17000, 1.07388670, 0.00002661, 0.750
mlfq, 18000, 1.07684748, 0.00002822, 0.750
mlfq, 19000, 1.07880825, 0.00002382, 0.750
mlfq, 20000, 1.08181977, 0.00003234, 0.750
mlfq, 21000, 1.08402437, 0.00004156, 0.750
mlfq, 22000, 1.08636227, 0.00002843, 0.750
mlfq, 23000, 1.08925101, 0.00002696, 0.750
mlfq, 24000, 1.09293548, 0.00004100, 0.750
mlfq, 25000, 1.09470928, 0.00003897, 0.750
mlfq, 26000, 1.09709961, 0.00003094, 0.750
mlfq, 27000, 1.10014183, 0.00003115, 0.750
mlfq, 28000, 1.10318679, 0.00005015, 0.750
mlfq, 29000, 1.10628982, 0.00005280, 0.750
mlfq, 30000, 1.11004380, 0.00002787, 0.750
mlfq, 31000, 1.11251947, 0.00004672, 0.750
mlfq, 32000, 1.11641904, 0.00004700, 0.750
mlfq, 81000, 1.23825787, 0.00004924, 0.750
mlfq, 82000, 1.24106564, 0.00005091, 0.750
mlfq, 83000, 0.92162832, 0.00005531, 0.500
mlfq, 84000, 0.92454402, 0.00005643, 0.500
mlfq, 85000, 0.92827086, 0.00006118, 0.500
mlfq, 86000, 0.93119131, 0.00005950, 0.500
mlfq, 87000, 0.93462090, 0.00005720, 0.500
mlfq, 88000, 0.93759425, 0.00005392, 0.500
mlfq, 89000, 0.94094845, 0.00005916, 0.500
mlfq, 90000, 0.94442085, 0.00005105, 0.500
mlfq, 91000, 0.94856962, 0.00005385, 0.500
mlfq, 92000, 0.95116373, 0.00005713, 0.500
mlfq, 93000, 0.95407817, 0.00005797, 0.500
mlfq, 94000, 0.95730274, 0.00005371, 0.500
mlfq, 95000, 0.96040478, 0.00005922, 0.500
mlfq, 96000, 0.96359233, 0.00005923, 0.500
mlfq, 97000, 0.96705334, 0.00005608, 0.500
mlfq, 98000, 0.97013725, 0.00005622, 0.500
mlfq, 99000, 0.97360193, 0.00005825, 0.500
mlfq, 100000, 0.97671726, 0.00006125, 0.500
rr, 0, 0.82501711, 0.05202498, 0
rr, 500, 0.66846661, 0.00645050, 0
rr, 1000, 0.68611990, 0.00370516, 0
rr, 1500, 0.70279819, 0.00303238, 0
rr, 2000, 0.68838573, 0.00238543, 0
rr, 2500, 0.66414300, 0.00204545, 0
rr, 3000, 0.66702959, 0.00169436, 0
rr, 3500, 0.68497037, 0.00151439, 0
rr, 4000, 0.67748450, 0.00131435, 0
rr, 4500, 0.67479397, 0.00118681, 0
rr, 5000, 0.65587527, 0.00093853, 0
rr, 5500, 0.67481056, 0.00079571, 0
rr, 6000, 0.67894144, 0.00099328, 0
rr, 6500, 0.66682597, 0.00084899, 0
rr, 7000, 0.68738137, 0.00082266, 0
rr, 7500, 0.68229937, 0.00074758, 0
rr, 8000, 0.67940637, 0.00074423, 0
rr, 8500, 0.66426508, 0.00069547, 0
rr, 9000, 0.67320752, 0.00060937, 0
rr, 9500, 0.66724647, 0.00058576, 0
rr, 10000, 0.68220172, 0.00056258, 0
rr, 10500, 0.67081570, 0.00055077, 0
rr, 11000, 0.67987478, 0.00056809, 0
rr, 11500, 0.69044302, 0.00050383, 0
rr, 12000, 0.68930686, 0.00040640, 0
rr, 12500, 0.67733638, 0.00045481, 0
rr, 13000, 0.68454133, 0.00049063, 0
rr, 13500, 0.69036746, 0.00044698, 0
rr, 14000, 0.68780800, 0.00043162, 0
rr, 14500, 0.69024602, 0.00043266, 0
rr, 15000, 0.66486947, 0.00046759, 0
rr, 15500, 0.66700246, 0.00036527, 0
rr, 16000, 0.68025475, 0.00036904, 0
rr, 16500, 0.68094742, 0.00045998, 0
rr, 17000, 0.67154136, 0.00036772, 0
rr, 17500, 0.66915064, 0.00036296, 0
rr, 18000, 0.67893908, 0.00040669, 0
rr, 18500, 0.67490657, 0.00035612, 0
rr, 19000, 0.68779522, 0.00035885, 0
rr, 19500, 0.68123836, 0.00040285, 0
rr, 20000, 0.69380323, 0.00036995, 0
mlfq, 15000, 1.44213577, 0.00001669, 1.000
mlfq, 16000, 1.07123456, 0.00002061, 0.750
mlfq, 17000, 1.07427278, 0.00002284, 0.750
mlfq, 18000, 1.07739931, 0.00002744, 0.750
mlfq, 19000, 1.07968645, 0.00002472, 0.750
mlfq, 20000, 1.08252912, 0.00003010, 0.750
mlfq, 21000, 1.08415967, 0.00002843, 0.750
mlfq, 22000, 1.08725360, 0.00002794, 0.750
mlfq, 23000, 1.08937854, 0.00002654, 0.750
mlfq, 24000, 1.09287245, 0.00003772, 0.750
mlfq, 25000, 1.09516367, 0.00003918, 0.750
mlfq, 26000, 1.09677644, 0.00002884, 0.750
mlfq, 27000, 1.10042067, 0.00002856, 0.750
mlfq, 28000, 1.10420944, 0.00004575, 0.750
mlfq, 29000, 1.10705915, 0.00003946, 0.750
mlfq, 30000, 1.10975852, 0.00003059, 0.750
mlfq, 31000, 1.11332275, 0.00004442, 0.750
mlfq, 32000, 1.11472521, 0.00004672, 0.750
mlfq, 81000, 1.23851623, 0.00005106, 0.750
mlfq, 82000, 1.24130862, 0.00004491, 0.750
mlfq, 83000, 0.92176633, 0.00014806, 0.500
mlfq, 84000, 0.92453215, 0.00005699, 0.500
mlfq, 85000, 0.92819028, 0.00005923, 0.500
mlfq, 86000, 0.93101655, 0.00005636, 0.500
mlfq, 87000, 0.93425311, 0.00005713, 0.500
mlfq, 88000, 0.93760909, 0.00004819, 0.500
mlfq, 89000, 0.94131379, 0.00005769, 0.500
mlfq, 90000, 0.94459839, 0.00009680, 0.500
mlfq, 91000, 0.94743845, 0.00006153, 0.500
mlfq, 92000, 0.95094534, 0.00005860, 0.500
mlfq, 93000, 0.95405605, 0.00005783, 0.500
mlfq, 94000, 0.95754389, 0.00005692, 0.500
mlfq, 95000, 0.96063632, 0.00005992, 0.500
mlfq, 96000, 0.96337832, 0.00005029, 0.500
mlfq, 97000, 0.96698704, 0.00005601, 0.500
mlfq, 98000, 0.97080655, 0.00006202, 0.500
mlfq, 99000, 0.97326424, 0.00005427, 0.500
mlfq, 100000, 0.97718065, 0.00005979, 0.500
rr, 0, 0.79681470, 0.05115203, 0
rr, 500, 0.67418640, 0.00645669, 0
rr, 1000, 0.67548793, 0.00334910, 0
rr, 1500, 0.69746186, 0.00316390, 0
rr, 2000, 0.67565963, 0.00237916, 0
rr, 2500, 0.66878236, 0.00205459, 0
rr, 3000, 0.66498977, 0.00192260, 0
rr, 3500, 0.66376142, 0.00148336, 0
rr, 4000, 0.65736445, 0.00133844, 0
rr, 4500, 0.66320065, 0.00121264, 0
rr, 5000, 0.66538781, 0.00104391, 0
rr, 5500, 0.67631012, 0.00101451, 0
rr, 6000, 0.67932742, 0.00094557, 0
rr, 6500, 0.67653623, 0.00085026, 0
rr, 7000, 0.67446723, 0.00076379, 0
rr, 7500, 0.66483661, 0.00071825, 0
rr, 8000, 0.66480068, 0.00069003, 0
rr, 8500, 0.66670679, 0.00066272, 0
rr, 9000, 0.67351214, 0.00070798, 0
rr, 9500, 0.66744218, 0.00059266, 0
rr, 10000, 0.67217256, 0.00056774, 0
rr, 10500, 0.68383831, 0.00058507, 0
rr, 11000, 0.67180686, 0.00048875, 0
rr, 11500, 0.69032501, 0.00058562, 0
rr, 12000, 0.67172519, 0.00052185, 0
rr, 12500, 0.67730450, 0.00045461, 0
rr, 13000, 0.68467607, 0.00048812, 0
rr, 13500, 0.69062772, 0.00047618, 0
rr, 14000, 0.67702114, 0.00041556, 0
rr, 14500, 0.68975327, 0.00040605, 0
rr, 15000, 0.69503228, 0.00041402, 0
rr, 15500, 0.66729609, 0.00043009, 0
rr, 16000, 0.68060040, 0.00042373, 0
rr, 16500, 0.68102554, 0.00038071, 0
rr, 17000, 0.67117760, 0.00034690, 0
rr, 17500, 0.66936374, 0.00038189, 0
rr, 18000, 0.66509677, 0.00034725, 0
rr, 18500, 0.67448934, 0.00040760, 0
rr, 19000, 0.68775024, 0.00033488, 0
rr, 19500, 0.68107336, 0.00033105, 0
rr, 20000, 0.69390088, 0.00033914, 0
mlfq, 15000, 1.07095120, 0.00002277, 0.750
mlfq, 16000, 1.07147838, 0.00002312, 0.750
mlfq, 17000, 1.07432003, 0.00003052, 0.750
mlfq, 18000, 1.07712880, 0.00002919, 0.750
mlfq, 19000, 1.07946301, 0.00003408, 0.750
mlfq, 20000, 1.08239076, 0.00003611, 0.750
mlfq, 21000, 1.08417512, 0.00003052, 0.750
mlfq, 22000, 1.08720675, 0.00003953, 0.750
mlfq, 23000, 1.08947427, 0.00004330, 0.750
mlfq, 24000, 1.09162738, 0.00003143, 0.750
mlfq, 25000, 1.09450218, 0.00002759, 0.750
mlfq, 26000, 1.09774603, 0.00004156, 0.750
mlfq, 27000, 1.10040389, 0.00004812, 0.750
mlfq, 28000, 1.10339238, 0.00002912, 0.750
mlfq, 29000, 1.10455624, 0.00003695, 0.750
mlfq, 30000, 1.10907762, 0.00003024, 0.750
mlfq, 31000, 1.11264316, 0.00004777, 0.750
mlfq, 32000, 1.11775093, 0.00002878, 0.750
mlfq, 81000, 1.23868877, 0.00004686, 0.750
mlfq, 82000, 1.24086151, 0.00005601, 0.750
mlfq, 83000, 1.24442797, 0.00004477, 0.750
mlfq, 84000, 0.92472352, 0.00006202, 0.500
mlfq, 85000, 0.92796118, 0.00005832, 0.500
mlfq, 86000, 0.93164508, 0.00005692, 0.500
mlfq, 87000, 0.93475885, 0.00005713, 0.500
mlfq, 88000, 0.93760483, 0.00005580, 0.500
mlfq, 89000, 0.94086625, 0.00005175, 0.500
mlfq, 90000, 0.94429659, 0.00005664, 0.500
mlfq, 91000, 0.94696524, 0.00005287, 0.500
mlfq, 92000, 0.95072071, 0.00005929, 0.500
mlfq, 93000, 0.95399803, 0.00006216, 0.500
mlfq, 94000, 0.95707527, 0.00005678, 0.500
mlfq, 95000, 0.96044562, 0.00005510, 0.500
mlfq, 96000, 0.96358863, 0.00006055, 0.500
mlfq, 97000, 0.96686126, 0.00006279, 0.500
mlfq, 98000, 0.96988002, 0.00005867, 0.500
mlfq, 99000, 0.97341598, 0.00005734, 0.500
mlfq, 100000, 0.97667101, 0.00004344, 0.500
rr, 0, 0.79131655, 0.05038316, 0
rr, 500, 0.66886638, 0.00647285, 0
rr, 1000, 0.68613129, 0.00341042, 0
rr, 1500, 0.69245934, 0.00297508, 0
rr, 2000, 0.68501954, 0.00238251, 0
rr, 2500, 0.69810770, 0.00196986, 0
rr, 3000, 0.68644899, 0.00177117, 0
rr, 3500, 0.68422565, 0.00139018, 0
rr, 4000, 0.66641691, 0.00135729, 0
rr, 4500, 0.67353147, 0.00119506, 0
rr, 5000, 0.67241252, 0.00106061, 0
rr, 5500, 0.67453959, 0.00095844, 0
rr, 6000, 0.67846526, 0.00088342, 0
rr, 6500, 0.68306473, 0.00088942, 0
rr, 7000, 0.66547779, 0.00076336, 0
rr, 7500, 0.67472074, 0.00072928, 0
rr, 8000, 0.66666120, 0.00067908, 0
rr, 8500, 0.67877003, 0.00071993, 0
rr, 9000, 0.67379201, 0.00064569, 0
rr, 9500, 0.66777504, 0.00056683, 0
rr, 10000, 0.67174114, 0.00058687, 0
rr, 10500, 0.68379873, 0.00056152, 0
rr, 11000, 0.67953418, 0.00050440, 0
rr, 11500, 0.68099458, 0.00040851, 0
rr, 12000, 0.67143364, 0.00050327, 0
rr, 12500, 0.68050878, 0.00048449, 0
rr, 13000, 0.68478164, 0.00047807, 0
rr, 13500, 0.69041734, 0.00048267, 0
rr, 14000, 0.67757589, 0.00040354, 0
rr, 14500, 0.69034610, 0.00045529, 0
rr, 15000, 0.69501490, 0.00046270, 0
rr, 15500, 0.69441855, 0.00040996, 0
rr, 16000, 0.68024841, 0.00035745, 0
rr, 16500, 0.68126326, 0.00045515, 0
rr, 17000, 0.65827879, 0.00034788, 0
rr, 17500, 0.66928634, 0.00037288, 0
rr, 18000, 0.67905334, 0.00038874, 0
rr, 18500, 0.67462298, 0.00035850, 0
rr, 19000, 0.68262559, 0.00031861, 0
rr, 19500, 0.68187486, 0.00035291, 0
rr, 20000, 0.69369600, 0.00035339, 0
mlfq, 15000, 1.44341912, 0.00001942, 1.000
mlfq, 16000, 1.07121675, 0.00002123, 0.750
mlfq, 17000, 1.07483689, 0.00004281, 0.750
mlfq, 18000, 1.07777478, 0.00003960, 0.750
mlfq, 19000, 1.07861259, 0.00002654, 0.750
mlfq, 20000, 1.08172840, 0.00004763, 0.750
mlfq, 21000, 1.08476896, 0.00003422, 0.750
mlfq, 22000, 1.08744957, 0.00004240, 0.750
mlfq, 23000, 1.08964207, 0.00004184, 0.750
mlfq, 24000, 1.09174392, 0.00004197, 0.750
mlfq, 25000, 1.09439828, 0.00002815, 0.750
mlfq, 26000, 1.09844460, 0.00004365, 0.750
mlfq, 27000, 1.10034952, 0.00003227, 0.750
mlfq, 28000, 1.10428569, 0.00004079, 0.750
mlfq, 29000, 1.10725347, 0.00003758, 0.750
mlfq, 30000, 1.10917906, 0.00003967, 0.750
mlfq, 31000, 1.11270149, 0.00003373, 0.750
mlfq, 32000, 1.11575551, 0.00003185, 0.750
mlfq, 81000, 1.23877623, 0.00004589, 0.750
mlfq, 82000, 1.24166027, 0.00004735, 0.750
mlfq, 83000, 1.24405553, 0.00004686, 0.750
mlfq, 84000, 0.92433658, 0.00006048, 0.500
mlfq, 85000, 0.92792347, 0.00005182, 0.500
mlfq, 86000, 0.93096273, 0.00006013, 0.500
mlfq, 87000, 0.93488528, 0.00006006, 0.500
mlfq, 88000, 0.93845504, 0.00006188, 0.500
mlfq, 89000, 0.94070966, 0.00005287, 0.500
mlfq, 90000, 0.94340815, 0.00004596, 0.500
mlfq, 91000, 0.94758821, 0.00005881, 0.500
mlfq, 92000, 0.95073262, 0.00005532, 0.500
mlfq, 93000, 0.95383083, 0.00009918, 0.500
mlfq, 94000, 0.95686407, 0.00005699, 0.500
mlfq, 95000, 0.95937792, 0.00004337, 0.500
mlfq, 96000, 0.96394213, 0.00005657, 0.500
mlfq, 97000, 0.96716643, 0.00006132, 0.500
mlfq, 98000, 0.96991267, 0.00005776, 0.500
mlfq, 99000, 0.97419857, 0.00005734, 0.500
mlfq, 100000, 0.97642508, 0.00005336, 0.500
rr, 0, 0.82072591, 0.05235325, 0
rr, 500, 0.66931796, 0.00639497, 0
rr, 1000, 0.68621653, 0.00341008, 0
rr, 1500, 0.67480485, 0.00309984, 0
rr, 2000, 0.69599129, 0.00238241, 0
rr, 2500, 0.67427424, 0.00200843, 0
rr, 3000, 0.69250044, 0.00164023, 0
rr, 3500, 0.67485218, 0.00148935, 0
rr, 4000, 0.66609407, 0.00130904, 0
rr, 4500, 0.67898851, 0.00130281, 0
rr, 5000, 0.66609906, 0.00105580, 0
rr, 5500, 0.67089698, 0.00118584, 0
rr, 6000, 0.67842659, 0.00088252, 0
rr, 6500, 0.67500917, 0.00084313, 0
rr, 7000, 0.66520267, 0.00064883, 0
rr, 7500, 0.67428453, 0.00074415, 0
rr, 8000, 0.67265169, 0.00073828, 0
rr, 8500, 0.67504339, 0.00066664, 0
rr, 9000, 0.67374775, 0.00066238, 0
rr, 9500, 0.66759426, 0.00061571, 0
rr, 10000, 0.67133683, 0.00055461, 0
rr, 10500, 0.68385636, 0.00063367, 0
rr, 11000, 0.68035192, 0.00053183, 0
rr, 11500, 0.67876764, 0.00056544, 0
rr, 12000, 0.67153807, 0.00048841, 0
rr, 12500, 0.67734342, 0.00053499, 0
rr, 13000, 0.68519707, 0.00048141, 0
rr, 13500, 0.69093630, 0.00046452, 0
rr, 14000, 0.67658968, 0.00043113, 0
rr, 14500, 0.69326906, 0.00037072, 0
rr, 15000, 0.69489060, 0.00041604, 0
rr, 15500, 0.66683749, 0.00037890, 0
rr, 16000, 0.68004277, 0.00033132, 0
rr, 16500, 0.68056911, 0.00037463, 0
rr, 17000, 0.67174337, 0.00037274, 0
rr, 17500, 0.66954073, 0.00040494, 0
rr, 18000, 0.67885267, 0.00042443, 0
rr, 18500, 0.67447848, 0.00044126, 0
rr, 19000, 0.68759661, 0.00034802, 0
rr, 19500, 0.68137728, 0.00037938, 0
rr, 20000, 0.69378393, 0.00041101, 0
mlfq, 15000, 1.44316064, 0.00001963, 1.000
mlfq, 16000, 1.07176350, 0.00003820, 0.750
mlfq, 17000, 1.07435828, 0.00002822, 0.750
mlfq, 18000, 1.07684716, 0.00005056, 0.750
mlfq, 19000, 1.07929561, 0.00002801, 0.750
mlfq, 20000, 1.08160945, 0.00002989, 0.750
mlfq, 21000, 1.08375745, 0.00003087, 0.750
mlfq, 22000, 1.08661944, 0.00002878, 0.750
mlfq, 23000, 1.08907223, 0.00003038, 0.750
mlfq, 24000, 1.09220343, 0.00003262, 0.750
mlfq, 25000, 1.09496107, 0.00004093, 0.750
mlfq, 26000, 1.09815602, 0.00004756, 0.750
mlfq, 27000, 1.10012790, 0.00004526, 0.750
mlfq, 28000, 1.10306970, 0.00003087, 0.750
mlfq, 29000, 1.10673970, 0.00004072, 0.750
mlfq, 30000, 1.10917051, 0.00006544, 0.750
mlfq, 31000, 1.11339001, 0.00004344, 0.750
mlfq, 32000, 1.11574713, 0.00004170, 0.750
mlfq, 81000, 1.23848752, 0.00004679, 0.750
mlfq, 82000, 1.24104703, 0.00009757, 0.750
mlfq, 83000, 1.24366253, 0.00004910, 0.750
mlfq, 84000, 0.92484450, 0.00005280, 0.500
mlfq, 85000, 0.92789038, 0.00005797, 0.500
mlfq, 86000, 0.93133569, 0.00005762, 0.500
mlfq, 87000, 0.93542273, 0.00005664, 0.500
mlfq, 88000, 0.93797798, 0.00005825, 0.500
mlfq, 89000, 0.94086675, 0.00005001, 0.500
mlfq, 90000, 0.94424759, 0.00005916, 0.500
mlfq, 91000, 0.94756521, 0.00005755, 0.500
mlfq, 92000, 0.95053863, 0.00005490, 0.500
mlfq, 93000, 0.95400700, 0.00005126, 0.500
mlfq, 94000, 0.95737168, 0.00005420, 0.500
mlfq, 95000, 0.96105156, 0.00005811, 0.500
mlfq, 96000, 0.96355645, 0.00005699, 0.500
mlfq, 97000, 0.96628211, 0.00006188, 0.500
mlfq, 98000, 0.97024262, 0.00005706, 0.500
mlfq, 99000, 0.97357243, 0.00006614, 0.500
mlfq, 100000, 0.97684362, 0.00006167, 0.500
rr, 0, 0.84748009, 0.05283617, 0
rr, 500, 0.67126889, 0.00645579, 0
rr, 1000, 0.69473292, 0.00339671, 0
rr, 1500, 0.66327281, 0.00312024, 0
rr, 2000, 0.72550864, 0.00235401, 0
rr, 2500, 0.69872505, 0.00194641, 0
rr, 3000, 0.69331874, 0.00163017, 0
rr, 3500, 0.68373011, 0.00140639, 0
rr, 4000, 0.66159582, 0.00134843, 0
rr, 4500, 0.66916560, 0.00121336, 0
rr, 5000, 0.67539878, 0.00107556, 0
rr, 5500, 0.65700838, 0.00102716, 0
rr, 6000, 0.66639082, 0.00090598, 0
rr, 6500, 0.67750948, 0.00086095, 0
rr, 7000, 0.67996795, 0.00080339, 0
rr, 7500, 0.68210291, 0.00084152, 0
rr, 8000, 0.66647833, 0.00068361, 0
rr, 8500, 0.66477134, 0.00069981, 0
rr, 9000, 0.67350356, 0.00062423, 0
rr, 9500, 0.66973517, 0.00057207, 0
rr, 10000, 0.67154747, 0.00063654, 0
rr, 10500, 0.68376251, 0.00054049, 0
rr, 11000, 0.67227032, 0.00057074, 0
rr, 11500, 0.67855063, 0.00058450, 0
rr, 12000, 0.68976860, 0.00048197, 0
rr, 12500, 0.68089745, 0.00057766, 0
rr, 13000, 0.68447987, 0.00044748, 0
rr, 13500, 0.69068684, 0.00043128, 0
rr, 14000, 0.67683868, 0.00043449, 0
rr, 14500, 0.69061228, 0.00048965, 0
rr, 15000, 0.69489141, 0.00042338, 0
rr, 15500, 0.66685663, 0.00041982, 0
rr, 16000, 0.68073097, 0.00043944, 0
rr, 16500, 0.68117966, 0.00038895, 0
rr, 17000, 0.67123933, 0.00037749, 0
rr, 17500, 0.66880234, 0.00034152, 0
rr, 18000, 0.67887736, 0.00038106, 0
rr, 18500, 0.67437977, 0.00033831, 0
rr, 19000, 0.68829043, 0.00032671, 0
rr, 19500, 0.68106959, 0.00033538, 0
rr, 20000, 0.69375790, 0.00034801, 0
mlfq, 15000, 1.44324457, 0.00001858, 1.000
mlfq, 16000, 1.07125780, 0.00002326, 0.750
mlfq, 17000, 1.07442505, 0.00002165, 0.750
mlfq, 18000, 1.07709564, 0.00002906, 0.750
mlfq, 19000, 1.07873921, 0.00002284, 0.750
mlfq, 20000, 1.08259220, 0.00004477, 0.750
mlfq, 21000, 1.08493394, 0.00003932, 0.750
mlfq, 22000, 1.08718435, 0.00003730, 0.750
mlfq, 23000, 1.09013565, 0.00004442, 0.750
mlfq, 24000, 1.09232135, 0.00002828, 0.750
mlfq, 25000, 1.09473458, 0.00004791, 0.750
mlfq, 26000, 1.09870146, 0.00003848, 0.750
mlfq, 27000, 1.09939668, 0.00003932, 0.750
mlfq, 28000, 1.10443688, 0.00002605, 0.750
mlfq, 29000, 1.10660037, 0.00003213, 0.750
mlfq, 30000, 1.10969166, 0.00003052, 0.750
mlfq, 31000, 1.11133112, 0.00003303, 0.750
mlfq, 32000, 1.11423646, 0.00003736, 0.750
mlfq, 81000, 1.23835035, 0.00004582, 0.750
mlfq, 82000, 1.24131234, 0.00004854, 0.750
mlfq, 83000, 1.24321972, 0.00005853, 0.750
mlfq, 84000, 0.92451736, 0.00005720, 0.500
mlfq, 85000, 0.92855117, 0.00005594, 0.500
mlfq, 86000, 0.93106764, 0.00005517, 0.500
mlfq, 87000, 0.93473591, 0.00005706, 0.500
