Type, Quantum, Average Response Time, Context Switch Time, Second Queue Usage
mlfq, 86000, 0.93132895, 0.00005671, 0.500
mlfq, 87000, 0.93490332, 0.00006125, 0.500
mlfq, 88000, 0.93740931, 0.00006432, 0.500
mlfq, 89000, 0.94095536, 0.00005461, 0.500
mlfq, 90000, 0.94420710, 0.00005517, 0.500
mlfq, 91000, 0.94719126, 0.00006572, 0.500
mlfq, 92000, 0.95097795, 0.00005985, 0.500
mlfq, 93000, 0.95371510, 0.00005105, 0.500
mlfq, 94000, 0.95708021, 0.00006118, 0.500
mlfq, 95000, 0.95969561, 0.00005182, 0.500
mlfq, 96000, 0.96376310, 0.00005573, 0.500
mlfq, 97000, 0.96724615, 0.00005853, 0.500
mlfq, 98000, 0.97041810, 0.00005755, 0.500
mlfq, 99000, 0.97322783, 0.00005545, 0.500
mlfq, 100000, 0.97636594, 0.00005811, 0.500
rr, 0, 0.79598029, 0.05106350, 0
rr, 500, 0.66833912, 0.00649374, 0
rr, 1000, 0.69148376, 0.00344553, 0
rr, 1500, 0.69743475, 0.00336461, 0
rr, 2000, 0.66794441, 0.00250916, 0
rr, 2500, 0.69575084, 0.00201317, 0
rr, 3000, 0.68038132, 0.00166863, 0
rr, 3500, 0.66212073, 0.00152702, 0
rr, 4000, 0.68437122, 0.00127027, 0
rr, 4500, 0.67494081, 0.00121083, 0
rr, 5000, 0.67080944, 0.00107760, 0
rr, 5500, 0.66333118, 0.00103065, 0
rr, 6000, 0.66002453, 0.00086889, 0
rr, 6500, 0.66656164, 0.00081098, 0
rr, 7000, 0.67450404, 0.00081170, 0
rr, 7500, 0.67426340, 0.00071777, 0
rr, 8000, 0.67242092, 0.00079402, 0
rr, 8500, 0.66445730, 0.00063988, 0
rr, 9000, 0.67408398, 0.00070470, 0
rr, 9500, 0.66733674, 0.00057709, 0
rr, 10000, 0.67962988, 0.00066888, 0
rr, 10500, 0.67145645, 0.00067739, 0
rr, 11000, 0.68018376, 0.00064771, 0
rr, 11500, 0.68146185, 0.00053981, 0
rr, 12000, 0.68726474, 0.00050796, 0
rr, 12500, 0.68041286, 0.00052639, 0
rr, 13000, 0.68514939, 0.00047687, 0
rr, 13500, 0.69075219, 0.00049294, 0
rr, 14000, 0.68779129, 0.00043679, 0
rr, 14500, 0.68995155, 0.00041786, 0
rr, 15000, 0.69485926, 0.00040641, 0
rr, 15500, 0.66726244, 0.00038224, 0
rr, 16000, 0.68010650, 0.00038274, 0
rr, 16500, 0.68119185, 0.00038181, 0
rr, 17000, 0.67104285, 0.00034313, 0
rr, 17500, 0.66902223, 0.00040641, 0
rr, 18000, 0.66577969, 0.00033468, 0
rr, 18500, 0.67442339, 0.00035472, 0
rr, 19000, 0.68783145, 0.00031463, 0
rr, 19500, 0.68151083, 0.00033629, 0
rr, 20000, 0.69422615, 0.00036750, 0
mlfq, 15000, 1.44391022, 0.00001865, 1.000
mlfq, 16000, 1.07160196, 0.00002186, 0.750
mlfq, 17000, 1.07509048, 0.00003052, 0.750
mlfq, 18000, 1.07726331, 0.00002891, 0.750
mlfq, 19000, 1.07929566, 0.00002389, 0.750
mlfq, 20000, 1.08178009, 0.00003178, 0.750
mlfq, 21000, 1.08427028, 0.00002927, 0.750
mlfq, 22000, 1.08678968, 0.00004393, 0.750
mlfq, 23000, 1.08952152, 0.00003150, 0.750
mlfq, 24000, 1.09251642, 0.00004365, 0.750
mlfq, 25000, 1.09487224, 0.00003723, 0.750
mlfq, 26000, 1.09807886, 0.00003813, 0.750
mlfq, 27000, 1.10139384, 0.00004191, 0.750
mlfq, 28000, 1.10336948, 0.00002745, 0.750
mlfq, 29000, 1.10671299, 0.00003771, 0.750
mlfq, 30000, 1.10993269, 0.00004240, 0.750
mlfq, 31000, 1.11279559, 0.00003213, 0.750
mlfq, 32000, 1.11526898, 0.00004749, 0.750
mlfq, 81000, 1.24007632, 0.00004812, 0.750
mlfq, 82000, 1.24126308, 0.00004617, 0.750
mlfq, 83000, 1.24361741, 0.00004435, 0.750
mlfq, 84000, 0.92482931, 0.00005916, 0.500
mlfq, 85000, 0.92810745, 0.00005678, 0.500
mlfq, 86000, 0.93137721, 0.00005629, 0.500
mlfq, 87000, 0.93418266, 0.00004386, 0.500
mlfq, 88000, 0.93790532, 0.00006209, 0.500
mlfq, 89000, 0.94079211, 0.00005105, 0.500
mlfq, 90000, 0.94468019, 0.00014730, 0.500
mlfq, 91000, 0.94757991, 0.00005769, 0.500
mlfq, 92000, 0.95066794, 0.00005518, 0.500
mlfq, 93000, 0.95392251, 0.00005490, 0.500
mlfq, 94000, 0.95702167, 0.00005825, 0.500
mlfq, 95000, 0.96026751, 0.00004651, 0.500
mlfq, 96000, 0.96374096, 0.00005559, 0.500
mlfq, 97000, 0.96723281, 0.00008975, 0.500
mlfq, 98000, 0.96966219, 0.00005329, 0.500
mlfq, 99000, 0.97351985, 0.00005825, 0.500
mlfq, 100000, 0.97668059, 0.00006286, 0.500
rr, 0, 0.80250030, 0.05107857, 0
rr, 500, 0.67455911, 0.00633822, 0
rr, 1000, 0.68111230, 0.00345091, 0
rr, 1500, 0.70475406, 0.00310207, 0
rr, 2000, 0.67150003, 0.00246828, 0
rr, 2500, 0.69260985, 0.00214435, 0
rr, 3000, 0.68507373, 0.00168465, 0
rr, 3500, 0.68493847, 0.00148337, 0
rr, 4000, 0.67109924, 0.00107752, 0
rr, 4500, 0.67116266, 0.00125568, 0
rr, 5000, 0.67556393, 0.00106753, 0
rr, 5500, 0.67568043, 0.00108150, 0
rr, 6000, 0.67829062, 0.00096165, 0
rr, 6500, 0.68299309, 0.00086589, 0
rr, 7000, 0.68215529, 0.00078565, 0
rr, 7500, 0.68229604, 0.00089054, 0
rr, 8000, 0.67213797, 0.00067055, 0
rr, 8500, 0.66453074, 0.00063430, 0
rr, 9000, 0.67345860, 0.00067111, 0
rr, 9500, 0.66705988, 0.00060790, 0
rr, 10000, 0.67221586, 0.00055707, 0
rr, 10500, 0.68364659, 0.00055915, 0
rr, 11000, 0.67163938, 0.00056460, 0
rr, 11500, 0.68138981, 0.00050503, 0
rr, 12000, 0.68982769, 0.00052975, 0
rr, 12500, 0.68087856, 0.00062132, 0
rr, 13000, 0.68471386, 0.00043714, 0
rr, 13500, 0.69068501, 0.00043525, 0
rr, 14000, 0.70544916, 0.00047744, 0
rr, 14500, 0.69012617, 0.00043182, 0
rr, 15000, 0.69508880, 0.00042903, 0
rr, 15500, 0.66711942, 0.00039719, 0
rr, 16000, 0.68058763, 0.00037295, 0
rr, 16500, 0.68061775, 0.00037044, 0
rr, 17000, 0.69285162, 0.00037792, 0
rr, 17500, 0.66906002, 0.00035668, 0
rr, 18000, 0.67941868, 0.00035780, 0
rr, 18500, 0.67435556, 0.00032742, 0
rr, 19000, 0.68752591, 0.00033189, 0
rr, 19500, 0.68142341, 0.00041465, 0
rr, 20000, 0.69338055, 0.00031694, 0
mlfq, 15000, 1.44283226, 0.00001816, 1.000
mlfq, 16000, 1.07154059, 0.00002228, 0.750
mlfq, 17000, 1.07534521, 0.00004637, 0.750
mlfq, 18000, 1.07672737, 0.00002968, 0.750
mlfq, 19000, 1.07927270, 0.00002284, 0.750
mlfq, 20000, 1.08219262, 0.00002724, 0.750
mlfq, 21000, 1.08497815, 0.00003953, 0.750
mlfq, 22000, 1.08738991, 0.00004107, 0.750
mlfq, 23000, 1.09085287, 0.00004435, 0.750
mlfq, 24000, 1.09212351, 0.00002389, 0.750
mlfq, 25000, 1.09533397, 0.00003862, 0.750
mlfq, 26000, 1.09812824, 0.00003890, 0.750
mlfq, 27000, 1.09951495, 0.00003925, 0.750
mlfq, 28000, 1.10303991, 0.00003799, 0.750
mlfq, 29000, 1.10651008, 0.00003199, 0.750
mlfq, 30000, 1.10959834, 0.00003925, 0.750
mlfq, 31000, 1.11371477, 0.00002947, 0.750
mlfq, 32000, 1.11616709, 0.00007620, 0.750
mlfq, 81000, 1.23898755, 0.00010246, 0.750
mlfq, 82000, 1.24118009, 0.00004470, 0.750
mlfq, 83000, 1.24414063, 0.00006391, 0.750
mlfq, 84000, 0.92457316, 0.00004861, 0.500
mlfq, 85000, 0.92799008, 0.00005489, 0.500
mlfq, 86000, 0.93201971, 0.00005986, 0.500
mlfq, 87000, 0.93350363, 0.00003667, 0.500
mlfq, 88000, 0.93771155, 0.00005566, 0.500
mlfq, 89000, 0.94069899, 0.00005993, 0.500
mlfq, 90000, 0.94495407, 0.00005811, 0.500
mlfq, 91000, 0.94708812, 0.00006083, 0.500
mlfq, 92000, 0.95051822, 0.00005245, 0.500
mlfq, 93000, 0.95382075, 0.00005776, 0.500
mlfq, 94000, 0.95709055, 0.00005566, 0.500
mlfq, 95000, 0.96052334, 0.00005901, 0.500
mlfq, 96000, 0.96376950, 0.00006076, 0.500
mlfq, 97000, 0.96696055, 0.00006132, 0.500
mlfq, 98000, 0.97025128, 0.00006202, 0.500
mlfq, 99000, 0.97384772, 0.00005441, 0.500
mlfq, 100000, 0.97660808, 0.00005476, 0.500
rr, 0, 0.79488996, 0.05059698, 0
rr, 500, 0.67706772, 0.00649830, 0
rr, 1000, 0.70033595, 0.00350781, 0
rr, 1500, 0.68625391, 0.00308615, 0
rr, 2000, 0.68022081, 0.00257234, 0
rr, 2500, 0.67088211, 0.00201144, 0
rr, 3000, 0.68800963, 0.00166013, 0
rr, 3500, 0.68526833, 0.00160488, 0
rr, 4000, 0.66161495, 0.00132028, 0
rr, 4500, 0.68310113, 0.00117480, 0
rr, 5000, 0.68225841, 0.00106467, 0
rr, 5500, 0.66283854, 0.00094878, 0
rr, 6000, 0.67310693, 0.00095662, 0
rr, 6500, 0.68391426, 0.00084689, 0
rr, 7000, 0.67444019, 0.00078229, 0
rr, 7500, 0.68240085, 0.00082405, 0
rr, 8000, 0.66430781, 0.00068067, 0
rr, 8500, 0.66447551, 0.00070275, 0
rr, 9000, 0.67390466, 0.00063038, 0
rr, 9500, 0.66972108, 0.00063228, 0
rr, 10000, 0.67227476, 0.00058149, 0
rr, 10500, 0.67023763, 0.00054873, 0
rr, 11000, 0.67991728, 0.00051794, 0
rr, 11500, 0.68185223, 0.00057527, 0
rr, 12000, 0.69016960, 0.00052954, 0
rr, 12500, 0.68055442, 0.00049552, 0
rr, 13000, 0.68446819, 0.00047374, 0
rr, 13500, 0.69077814, 0.00043930, 0
rr, 14000, 0.68768808, 0.00042791, 0
rr, 14500, 0.68982137, 0.00040528, 0
rr, 15000, 0.69486536, 0.00042331, 0
rr, 15500, 0.66683947, 0.00042674, 0
rr, 16000, 0.68069065, 0.00041947, 0
rr, 16500, 0.68085156, 0.00038937, 0
rr, 17000, 0.67120022, 0.00035123, 0
rr, 17500, 0.66959807, 0.00037491, 0
rr, 18000, 0.67905319, 0.00035479, 0
rr, 18500, 0.67443408, 0.00035535, 0
rr, 19000, 0.68800054, 0.00032895, 0
rr, 19500, 0.68160908, 0.00037079, 0
rr, 20000, 0.69343277, 0.00032204, 0
mlfq, 15000, 1.44343988, 0.00001900, 1.000
mlfq, 16000, 1.07112131, 0.00002368, 0.750
mlfq, 17000, 1.07472580, 0.00002088, 0.750
mlfq, 18000, 1.07693481, 0.00003129, 0.750
mlfq, 19000, 1.07888265, 0.00002486, 0.750
mlfq, 20000, 1.08191739, 0.00007299, 0.750
mlfq, 21000, 1.08478244, 0.00004316, 0.750
mlfq, 22000, 1.08626067, 0.00002780, 0.750
mlfq, 23000, 1.09018426, 0.00004211, 0.750
mlfq, 24000, 1.09126815, 0.00003059, 0.750
mlfq, 25000, 1.09449274, 0.00003722, 0.750
mlfq, 26000, 1.09769066, 0.00004086, 0.750
mlfq, 27000, 1.10029733, 0.00002898, 0.750
mlfq, 28000, 1.10375872, 0.00004924, 0.750
mlfq, 29000, 1.10723566, 0.00003520, 0.750
mlfq, 30000, 1.10953805, 0.00009568, 0.750
mlfq, 31000, 1.11292296, 0.00004588, 0.750
mlfq, 32000, 1.11550724, 0.00003841, 0.750
mlfq, 81000, 1.23870551, 0.00005468, 0.750
mlfq, 82000, 1.24169893, 0.00007096, 0.750
mlfq, 83000, 0.92132354, 0.00005399, 0.500
mlfq, 84000, 0.92479552, 0.00005532, 0.500
mlfq, 85000, 0.92839404, 0.00005797, 0.500
mlfq, 86000, 0.93160171, 0.00005748, 0.500
mlfq, 87000, 0.93473759, 0.00005790, 0.500
mlfq, 88000, 0.93805154, 0.00008926, 0.500
mlfq, 89000, 0.94101012, 0.00006104, 0.500
mlfq, 90000, 0.94433166, 0.00006090, 0.500
mlfq, 91000, 0.94768700, 0.00006593, 0.500
mlfq, 92000, 0.95066943, 0.00005601, 0.500
mlfq, 93000, 0.95373883, 0.00005538, 0.500
mlfq, 94000, 0.95718249, 0.00005336, 0.500
mlfq, 95000, 0.96089196, 0.00006146, 0.500
mlfq, 96000, 0.96356936, 0.00004903, 0.500
mlfq, 97000, 0.96679952, 0.00005580, 0.500
mlfq, 98000, 0.97071835, 0.00005343, 0.500
mlfq, 99000, 0.97363886, 0.00005399, 0.500
mlfq, 100000, 0.97646665, 0.00006055, 0.500
rr, 0, 0.85572440, 0.05404865, 0
rr, 500, 0.67229646, 0.00643205, 0
rr, 1000, 0.68621918, 0.00342324, 0
rr, 1500, 0.71243328, 0.00307977, 0
rr, 2000, 0.65700817, 0.00261297, 0
rr, 2500, 0.66669463, 0.00201444, 0
rr, 3000, 0.66460077, 0.00173997, 0
rr, 3500, 0.68340997, 0.00153917, 0
rr, 4000, 0.67974580, 0.00129883, 0
rr, 4500, 0.68325128, 0.00126678, 0
rr, 5000, 0.66978045, 0.00105265, 0
rr, 5500, 0.65701327, 0.00096619, 0
rr, 6000, 0.67911852, 0.00087658, 0
rr, 6500, 0.66323724, 0.00093664, 0
rr, 7000, 0.66522016, 0.00078313, 0
rr, 7500, 0.66920372, 0.00073494, 0
rr, 8000, 0.67258677, 0.00070043, 0
rr, 8500, 0.66450563, 0.00067258, 0
rr, 9000, 0.67357522, 0.00073487, 0
rr, 9500, 0.66756400, 0.00058715, 0
rr, 10000, 0.68164720, 0.00056676, 0
rr, 10500, 0.67047008, 0.00058569, 0
rr, 11000, 0.67168324, 0.00052088, 0
rr, 11500, 0.67859244, 0.00056013, 0
rr, 12000, 0.69010440, 0.00050111, 0
rr, 12500, 0.68085429, 0.00056271, 0
rr, 13000, 0.68457559, 0.00046829, 0
rr, 13500, 0.69048290, 0.00043015, 0
rr, 14000, 0.69436756, 0.00046221, 0
rr, 14500, 0.68973090, 0.00040752, 0
rr, 15000, 0.69449682, 0.00039286, 0
rr, 15500, 0.66710659, 0.00039258, 0
rr, 16000, 0.68048345, 0.00039656, 0
rr, 16500, 0.68077720, 0.00045243, 0
rr, 17000, 0.67122403, 0.00034655, 0
rr, 17500, 0.66881931, 0.00041479, 0
rr, 18000, 0.67920193, 0.00035724, 0
rr, 18500, 0.67444192, 0.00036164, 0
rr, 19000, 0.68786363, 0.00034383, 0
rr, 19500, 0.68226873, 0.00034607, 0
rr, 20000, 0.69416684, 0.00033775, 0
mlfq, 15000, 1.44463809, 0.00001802, 1.000
mlfq, 16000, 1.07119286, 0.00002382, 0.750
mlfq, 17000, 1.07420140, 0.00002780, 0.750
mlfq, 18000, 1.07724926, 0.00002668, 0.750
mlfq, 19000, 1.07935192, 0.00002430, 0.750
mlfq, 20000, 1.08197686, 0.00003974, 0.750
mlfq, 21000, 1.08437247, 0.00002857, 0.750
mlfq, 22000, 1.08685856, 0.00002912, 0.750
mlfq, 23000, 1.09056118, 0.00002591, 0.750
mlfq, 24000, 1.09212749, 0.00002975, 0.750
mlfq, 25000, 1.09645767, 0.00005029, 0.750
mlfq, 26000, 1.09838399, 0.00004086, 0.750
mlfq, 27000, 1.10029632, 0.00002766, 0.750
mlfq, 28000, 1.10354406, 0.00003017, 0.750
mlfq, 29000, 1.10658277, 0.00003401, 0.750
mlfq, 30000, 1.10993913, 0.00003799, 0.750
mlfq, 31000, 1.11251200, 0.00003995, 0.750
mlfq, 32000, 1.11585268, 0.00004651, 0.750
mlfq, 81000, 1.23996433, 0.00004442, 0.750
mlfq, 82000, 1.24136559, 0.00006034, 0.750
mlfq, 83000, 1.24346982, 0.00004561, 0.750
mlfq, 84000, 0.92456800, 0.00005671, 0.500
mlfq, 85000, 0.92842069, 0.00006202, 0.500
mlfq, 86000, 0.93162078, 0.00005350, 0.500
mlfq, 87000, 0.93398779, 0.00004917, 0.500
mlfq, 88000, 0.93731979, 0.00006062, 0.500
mlfq, 89000, 0.94110629, 0.00005825, 0.500
mlfq, 90000, 0.94421266, 0.00004763, 0.500
mlfq, 91000, 0.94716589, 0.00005399, 0.500
mlfq, 92000, 0.95054726, 0.00005755, 0.500
mlfq, 93000, 0.95413422, 0.00006139, 0.500
mlfq, 94000, 0.95742739, 0.00005783, 0.500
mlfq, 95000, 0.96042858, 0.00006041, 0.500
mlfq, 96000, 0.96432347, 0.00005985, 0.500
mlfq, 97000, 0.96684760, 0.00016504, 0.500
mlfq, 98000, 0.97017199, 0.00003471, 0.500
mlfq, 99000, 0.97343329, 0.00005524, 0.500
mlfq, 100000, 0.97677428, 0.00004952, 0.500
rr, 0, 0.78118685, 0.05041401, 0
rr, 500, 0.67164095, 0.00646109, 0
rr, 1000, 0.68982493, 0.00339973, 0
rr, 1500, 0.69630849, 0.00301015, 0
rr, 2000, 0.69576163, 0.00239205, 0
rr, 2500, 0.68132154, 0.00205619, 0
rr, 3000, 0.66475580, 0.00170567, 0
rr, 3500, 0.66166012, 0.00150961, 0
rr, 4000, 0.66655956, 0.00134788, 0
rr, 4500, 0.68378308, 0.00117374, 0
rr, 5000, 0.67269325, 0.00093245, 0
rr, 5500, 0.65801272, 0.00093999, 0
rr, 6000, 0.67857849, 0.00099175, 0
rr, 6500, 0.67484675, 0.00085556, 0
rr, 7000, 0.68289041, 0.00080493, 0
rr, 7500, 0.67437569, 0.00072900, 0
rr, 8000, 0.66792576, 0.00077768, 0
rr, 8500, 0.65821882, 0.00069317, 0
rr, 9000, 0.67331188, 0.00072970, 0
rr, 9500, 0.66712774, 0.00059936, 0
rr, 10000, 0.68039278, 0.00057940, 0
rr, 10500, 0.67095333, 0.00056522, 0
rr, 11000, 0.68054466, 0.00054797, 0
rr, 11500, 0.68104502, 0.00043098, 0
rr, 12000, 0.67151897, 0.00050195, 0
rr, 12500, 0.68060537, 0.00050439, 0
rr, 13000, 0.68433395, 0.00045536, 0
rr, 13500, 0.69015297, 0.00038448, 0
rr, 14000, 0.68753958, 0.00047471, 0
rr, 14500, 0.68992737, 0.00040683, 0
rr, 15000, 0.69456741, 0.00042330, 0
rr, 15500, 0.69441724, 0.00041597, 0
rr, 16000, 0.68010515, 0.00036660, 0
rr, 16500, 0.68116070, 0.00045781, 0
rr, 17000, 0.67151745, 0.00041862, 0
rr, 17500, 0.66892681, 0.00037658, 0
rr, 18000, 0.67904264, 0.00034342, 0
rr, 18500, 0.67551424, 0.00035891, 0
rr, 19000, 0.68747353, 0.00032212, 0
rr, 19500, 0.68146192, 0.00032958, 0
rr, 20000, 0.69411503, 0.00034160, 0
mlfq, 15000, 1.44214787, 0.00001907, 1.000
mlfq, 16000, 1.07211225, 0.00002263, 0.750
mlfq, 17000, 1.07419653, 0.00002766, 0.750
mlfq, 18000, 1.07745558, 0.00004393, 0.750
mlfq, 19000, 1.07933276, 0.00003659, 0.750
mlfq, 20000, 1.08238957, 0.00003122, 0.750
mlfq, 21000, 1.08594551, 0.00004295, 0.750
mlfq, 22000, 1.08792090, 0.00004484, 0.750
mlfq, 23000, 1.08956042, 0.00003660, 0.750
mlfq, 24000, 1.09237639, 0.00002808, 0.750
mlfq, 25000, 1.09413438, 0.00002815, 0.750
mlfq, 26000, 1.09773873, 0.00003310, 0.750
mlfq, 27000, 1.10037725, 0.00002836, 0.750
mlfq, 28000, 1.10422627, 0.00005769, 0.750
mlfq, 29000, 1.10810234, 0.00003632, 0.750
mlfq, 30000, 1.10998353, 0.00004086, 0.750
mlfq, 31000, 1.11325774, 0.00004386, 0.750
mlfq, 32000, 1.11601057, 0.00017146, 0.750
mlfq, 81000, 1.23911843, 0.00004484, 0.750
mlfq, 82000, 1.24157772, 0.00005154, 0.750
mlfq, 83000, 0.92197785, 0.00005461, 0.500
mlfq, 84000, 0.92511189, 0.00005448, 0.500
mlfq, 85000, 0.92770335, 0.00005734, 0.500
mlfq, 86000, 0.93111708, 0.00005790, 0.500
mlfq, 87000, 0.93438992, 0.00005678, 0.500
mlfq, 88000, 0.93724997, 0.00004295, 0.500
mlfq, 89000, 0.94147674, 0.00005699, 0.500
mlfq, 90000, 0.94437982, 0.00005203, 0.500
mlfq, 91000, 0.94729042, 0.00006293, 0.500
mlfq, 92000, 0.95061186, 0.00004568, 0.500
mlfq, 93000, 0.95429913, 0.00006174, 0.500
mlfq, 94000, 0.95765256, 0.00005483, 0.500
mlfq, 95000, 0.96081920, 0.00005699, 0.500
mlfq, 96000, 0.96354818, 0.00005811, 0.500
mlfq, 97000, 0.96694156, 0.00005657, 0.500
mlfq, 98000, 0.97025991, 0.00005866, 0.500
mlfq, 99000, 0.97353115, 0.00005301, 0.500
mlfq, 100000, 0.97737144, 0.00010274, 0.500
rr, 0, 0.78245077, 0.05082734, 0
rr, 500, 0.67215797, 0.00637844, 0
rr, 1000, 0.66734370, 0.00342096, 0
rr, 1500, 0.70043621, 0.00341161, 0
rr, 2000, 0.69682549, 0.00242997, 0
rr, 2500, 0.69000320, 0.00204217, 0
rr, 3000, 0.66800541, 0.00170741, 0
rr, 3500, 0.67968556, 0.00136231, 0
rr, 4000, 0.67910906, 0.00129275, 0
rr, 4500, 0.68327738, 0.00120206, 0
rr, 5000, 0.68643192, 0.00105482, 0
rr, 5500, 0.67486851, 0.00105621, 0
rr, 6000, 0.67876895, 0.00093049, 0
rr, 6500, 0.68314470, 0.00086421, 0
rr, 7000, 0.68198811, 0.00076399, 0
rr, 7500, 0.67303968, 0.00078195, 0
rr, 8000, 0.67251976, 0.00067137, 0
rr, 8500, 0.67550041, 0.00063619, 0
rr, 9000, 0.67355671, 0.00062640, 0
rr, 9500, 0.66709674, 0.00057850, 0
rr, 10000, 0.67185066, 0.00056823, 0
rr, 10500, 0.67062567, 0.00062969, 0
rr, 11000, 0.68012764, 0.00054148, 0
rr, 11500, 0.68202052, 0.00051962, 0
rr, 12000, 0.69081439, 0.00054274, 0
rr, 12500, 0.68085871, 0.00051088, 0
rr, 13000, 0.68470708, 0.00050914, 0
rr, 13500, 0.69073290, 0.00044642, 0
rr, 14000, 0.67691826, 0.00041723, 0
rr, 14500, 0.69003091, 0.00041730, 0
rr, 15000, 0.69484404, 0.00043909, 0
rr, 15500, 0.66711370, 0.00041919, 0
rr, 16000, 0.68063539, 0.00037316, 0
rr, 16500, 0.68106100, 0.00039606, 0
rr, 17000, 0.65419018, 0.00034055, 0
rr, 17500, 0.66918089, 0.00033797, 0
rr, 18000, 0.67913143, 0.00039516, 0
rr, 18500, 0.67450359, 0.00036848, 0
rr, 19000, 0.68295534, 0.00033419, 0
rr, 19500, 0.68181178, 0.00041668, 0
rr, 20000, 0.69357144, 0.00031002, 0
mlfq, 15000, 1.44309713, 0.00001956, 1.000
mlfq, 16000, 1.07234670, 0.00002130, 0.750
mlfq, 17000, 1.07458116, 0.00004812, 0.750
mlfq, 18000, 1.07693553, 0.00002766, 0.750
mlfq, 19000, 1.07921026, 0.00002759, 0.750
mlfq, 20000, 1.08182534, 0.00003094, 0.750
mlfq, 21000, 1.08476002, 0.00003709, 0.750
mlfq, 22000, 1.08746834, 0.00003625, 0.750
mlfq, 23000, 1.09031886, 0.00004637, 0.750
mlfq, 24000, 1.09195004, 0.00003206, 0.750
mlfq, 25000, 1.09493040, 0.00002933, 0.750
mlfq, 26000, 1.09673307, 0.00003101, 0.750
mlfq, 27000, 1.10013963, 0.00003178, 0.750
mlfq, 28000, 1.10393570, 0.00004225, 0.750
mlfq, 29000, 1.10690549, 0.00004519, 0.750
mlfq, 30000, 1.11004705, 0.00003848, 0.750
mlfq, 31000, 1.11284074, 0.00002815, 0.750
mlfq, 32000, 1.11514337, 0.00003031, 0.750
mlfq, 81000, 1.23865898, 0.00004798, 0.750
mlfq, 82000, 1.24052086, 0.00004009, 0.750
mlfq, 83000, 1.24405811, 0.00004924, 0.750
mlfq, 84000, 0.92532291, 0.00005804, 0.500
mlfq, 85000, 0.92823180, 0.00005490, 0.500
mlfq, 86000, 0.93171873, 0.00005818, 0.500
mlfq, 87000, 0.93481258, 0.00005706, 0.500
mlfq, 88000, 0.93783643, 0.00005832, 0.500
mlfq, 89000, 0.94075209, 0.00005580, 0.500
mlfq, 90000, 0.94458383, 0.00006055, 0.500
mlfq, 91000, 0.94736396, 0.00006279, 0.500
mlfq, 92000, 0.95099016, 0.00005790, 0.500
mlfq, 93000, 0.95384071, 0.00005818, 0.500
mlfq, 94000, 0.95712065, 0.00006048, 0.500
mlfq, 95000, 0.96029965, 0.00008200, 0.500
mlfq, 96000, 0.96334981, 0.00006167, 0.500
mlfq, 97000, 0.96694737, 0.00005608, 0.500
mlfq, 98000, 0.96970863, 0.00006237, 0.500
mlfq, 99000, 0.97355582, 0.00010867, 0.500
mlfq, 100000, 0.97660691, 0.00006202, 0.500
rr, 0, 0.82363609, 0.05220098, 0
rr, 500, 0.67154158, 0.00640403, 0
rr, 1000, 0.70165344, 0.00375199, 0
rr, 1500, 0.66523186, 0.00314228, 0
rr, 2000, 0.67379829, 0.00238934, 0
rr, 2500, 0.69261133, 0.00199718, 0
rr, 3000, 0.68245966, 0.00168480, 0
rr, 3500, 0.68433212, 0.00145081, 0
rr, 4000, 0.67987270, 0.00133634, 0
rr, 4500, 0.68142936, 0.00117675, 0
rr, 5000, 0.66203203, 0.00106647, 0
rr, 5500, 0.67120856, 0.00098358, 0
rr, 6000, 0.66687398, 0.00090221, 0
rr, 6500, 0.67716239, 0.00089551, 0
rr, 7000, 0.68279739, 0.00076762, 0
rr, 7500, 0.68285809, 0.00074025, 0
rr, 8000, 0.67266936, 0.00072390, 0
rr, 8500, 0.67545999, 0.00077350, 0
rr, 9000, 0.67347201, 0.00062144, 0
rr, 9500, 0.66732048, 0.00057214, 0
rr, 10000, 0.68210797, 0.00061955, 0
rr, 10500, 0.68438330, 0.00054687, 0
rr, 11000, 0.68024044, 0.00065483, 0
rr, 11500, 0.69111846, 0.00051368, 0
rr, 12000, 0.67192051, 0.00046787, 0
rr, 12500, 0.68068569, 0.00048100, 0
rr, 13000, 0.68453959, 0.00045997, 0
rr, 13500, 0.69022625, 0.00050446, 0
rr, 14000, 0.68764265, 0.00057116, 0
rr, 14500, 0.69004643, 0.00049476, 0
rr, 15000, 0.69455743, 0.00039279, 0
rr, 15500, 0.68279006, 0.00080799, 0
rr, 16000, 0.68025219, 0.00038099, 0
rr, 16500, 0.68056010, 0.00037993, 0
rr, 17000, 0.69325118, 0.00039398, 0
rr, 17500, 0.66885956, 0.00038916, 0
rr, 18000, 0.67877888, 0.00036094, 0
rr, 18500, 0.67441911, 0.00036366, 0
rr, 19000, 0.68791227, 0.00036114, 0
rr, 19500, 0.68198011, 0.00033049, 0
rr, 20000, 0.69427535, 0.00032699, 0
mlfq, 15000, 1.44235126, 0.00001788, 1.000
mlfq, 16000, 1.07156437, 0.00002242, 0.750
mlfq, 17000, 1.07438718, 0.00003241, 0.750
mlfq, 18000, 1.07703694, 0.00011300, 0.750
mlfq, 19000, 1.07944095, 0.00003429, 0.750
mlfq, 20000, 1.08199071, 0.00002905, 0.750
mlfq, 21000, 1.08512749, 0.00004030, 0.750
mlfq, 22000, 1.08728122, 0.00003283, 0.750
mlfq, 23000, 1.08922819, 0.00002905, 0.750
mlfq, 24000, 1.09174448, 0.00004428, 0.750
